index,text,old_label,new_label,reason
15773,tidak jelas harga nya di sistem suka nambah mahal pas ngecek awal pas sudah deket dr tujuan nya tapi,negative,neutral,Mixed sentiment detected
15834,makin aneh aplikasinya susah di pake tampilannya bagus tapi ditekan berkali tidak respon ku kira hp aku rusak buruk banget ni aplikasi wkwk buat promo tapi setengah hati kalau takut bakar uang jgn buat promo,negative,neutral,Mixed sentiment detected
15841,aplikasi yang bagus bisa bagus up game bisa pesan makanan atau minuman dan banyak hal lain lagi bagi yang belum coba aplikasi nya coba dulu nanti pasti terbiasa kok walaupun saya awal sempet ragu buat pake gofood karena taku salah alamat tapi ternyata pas saya coba pertama kali ternyata gojek aplikasi yang mudah untuk dipakai memesan atau melakukan transaksi apapun,positive,neutral,Mixed sentiment detected
15930,promonya oke sih tapi mbok ya gabisa batalin pesanan aku salah masukin alamat ikilohhuntung bapak drivernya aku chat buat dikirim ke alamat yang bener mauu,positive,neutral,Mixed sentiment detected
15935,sangat kecewa dengan pelayanan gojek pagi ini saya to up pulsa pertama rb dan kedua rb tapi semua nya tidak masuk ke no tlp saya padahal saldo gopay saya sudah terpotong sudah cek berkali kali no saya benar sudah mengajukan complain ke cs gojek tapi no respon nominal uangnya sih ngk banyak tapi kepercayaan yang selama bertahun tahun menggunakan aplikasi gojek sekarang harus berakhir niat merekomendasi kan ke teman teman pun jadi enggan saran buat pihak gojek tolong segera perbaiki,negative,neutral,Mixed sentiment detected
15964,tidak bisa login,neutral,negative,"Clear negative pattern, not mixed"
16007,sebenarnya bagus aplikasinya cuman kecewa pembayaran qris kali transaksi yang harusnya dapat kali xp cuman dapat ketika komplain ke cs malah jawabannya tidak jelas kecewa sekali sih sebagai consumen diginiin,negative,neutral,Mixed sentiment detected
16008,mantap tapi ada beberapa pengemudi para anak muda dan tua yang beberapa kali tidak mau ngambil pesanan saya jika tidak mau nyari tambahan di gojek jangan hidupin aplikasinya jadi saya tidak lambat dan berharap menunggu dengan membawa istri dan anak,positive,neutral,Mixed sentiment detected
16025,bisa tarik duit bisa kirim duit ke rekening lain lebih murah cuma aplikasi kadang lambat banget dibuka bagus okla,positive,neutral,Mixed sentiment detected
16122,mantapp sihh tapi bisa kali harga gojeknya jangan mahal bnget,positive,neutral,Mixed sentiment detected
16138,sangat membantu tapi terkadang suka susah cari pengemudi gocar kalau lokasinya rada masuk,positive,neutral,Mixed sentiment detected
16141,saya merasa kecewa dengan gopaydompet elektronic yang sudah saya pakai bertahun tahun ketika mengalami kendala penanganan dari gopay tidak jelas dan tidak menyelesaikan masalah bahkan saldo saya hilang saya topup emoneyetoll mandiri namun saldo etol tidak bertambah gopay saya terpotong sat minggu masalah tidak terpecahkan saya belu pulsa suka delay dan saldo juga terpotong sedangkan saya beli diwarung kecil saja bisa cepat proses kenapa disini malah ribet bikin pusing,negative,neutral,Mixed sentiment detected
16237,bagus abis saldo sisa mau dibeliin pulsa k tapi ada admin saya lagi cek menu voucher yang tersimpan ngarep sih ada voucher bagus up pulsa dan tidak nyadar ngeliat voucher qris unlimited ada di kolom voucher yang saya simpen saya kira kan itu voucher yang saya punya dan tinggal pake gitu kan yak eh taunya pas saya pencet kenapa jadi kebeli mana harganya lagi yak bagus buruk sistemnya bisa clickbait gitu saran saja ni ye menu beli voucher dipisah saja sama menu voucher yang dipunya,positive,neutral,Mixed sentiment detected
16340,aplikasi bagus dan drivernya pun bnyak yang baik dan sopan tetapi saya sudah kali dapat pengemudi yang jaraknya jauh dan harus menunggu sekitar menit di mohon supaya mementingkan penumpang klau penumpang lambat menunggu yang rugi nanti di gojeknya terimakasih,positive,neutral,Mixed sentiment detected
16344,haloo saya pengguna lambat gojekk dari saya awal masuk smp ortu tidak bisa anter sekolah tapi karena di jaman seperti ini semua sudah canggih dan saya berterima kasih kepada gojek fitur bya juga bagus cuman bagi pengguna baru agak ribet sih,positive,neutral,Mixed sentiment detected
16352,oke deh aku kasih bintang karena adanya gojek sangat membantu saya tapi saran saya tolong untuk gojek semua kalau boncengin penumpang boleh ngebut tapi jangan ngawur karena saya belum lambat ini naek gojek drivernya ngebut tapi ngawur akhirnya tertabrak mobil sampai kaki saya lebam saya sangat kecewa dapet pengemudi yang seperti itu,positive,neutral,Mixed sentiment detected
16482,terlalu mahal ambil untung terlalu besar dari resto ambil untung dari castamer ambil untung dari pengemudi ambil untung lebih besar jadi lebih baik gunakan jasa lain cuma bayar ongkir saja,negative,neutral,Mixed sentiment detected
16634,tolong hapus resto resto yang sudah tutup tapi masih ada di aplikasi kadang pengemudi pernah dapat pesanan gofood yang alamat restonya tidak sesuai dengan faktanya dan sering dijumpai oleh pengemudi yang mendapatkan pesanan gofood yang restonya sudah tidak beroperasi lagi tapi di aplikasi masih ada untuk pihak gi tolong perbaiki lagi sistem pelayanannya perbaiki lagi sistem aplikasinya untuk map jg masih sering tidak pas alias loncat,negative,neutral,Mixed sentiment detected
16654,saya uninstall karena aplikasinya tidak jelas pengemudi nya suka tiba ganti sampai beberapa kali dan tidak ada kejelasan saya nunggu lambat lalu tidak bisa di cancel saya telfon pengemudi nya ternyata sudah jalan katanya tapi di aplikasi tidak ada update,negative,neutral,Mixed sentiment detected
16672,bagus sja karena ada aplikasi ini klo gada kendaraan untuk beli makanan jadi ada gofood lbh bagus yg bilang kolasi tidak pas lah apalah mungkin costumernya yang bodoh tidak tau menggunakan fitur pdhal lengkap disitu untuk kasi alamat promosi diskon kalo bodoh dan tidak ada otaknya mending jng donlot cuma orang pintar yang boleh donlot ni app,positive,neutral,Mixed sentiment detected
16681,akun saya tidak bisa login setelah saya reset hp karena waktu login susah sinyal waktu mau pergi ke rumahsakit sekarang tidak bisa login sama sekali padahal sinyal oke selalu muncul akun anda keluar gimna dong solusinya padahal saya pakai aplikasi ini dari dulu,neutral,negative,"Clear negative pattern, not mixed"
16685,tidak bisa login dikarenakan no hp sudah terblokir sudah kirim email penggantian no akun tidak ada respon mau buat dengang no baru email harus ganti tolong sediain login pake gmail biar mudah diakses saya menghubungi lewat email yang ditanyakkan selalu no trnsaksi terkhir dan jumlah transaksi terakhir dan itu sudah tidak ingat lagi sampai sekarang masih tidak bisa login,positive,negative,Clear negative pattern detected
16702,aplikasi sudah bagus tapi ribet tiab mau ganti hp buka di baru karena ada pin segala dan pin selalu lupa dan berakhir trpaksa bikin baru dengan nomor baru lambat males hapus saja lh,negative,neutral,Mixed sentiment detected
16722,sejak ada dua cara pencarian pengemudi cepat dan biasa kami kurang puas karena kalau yang pencarian biasa sangat lambat untuk itu saya sarankan jangan pakai pilihan cukup satu saja sukses selalu,negative,positive,Clear positive pattern detected
16740,saya sudah lambat jadi pengguna apk gojek saya suka dengan app ini karena promonya byk dan real cm yang jadi mslh dri seblum natal bhkn stelah tahun baru susah sekali mencari driver saya mesen goride x dicancel sama drivernya dan hrgany jg naik berkali lipat bahkan setelah tahun baru lewat padahal byk pengemudi gojek saya lihat sliweran di jaln tapi saya susah skali cri driver apakh driverny cri kerjaan offline hany menargetkan bule saja karena kebetulan saya berlokasi di bali kasihan customer lokal,negative,neutral,Mixed sentiment detected
16755,sebenarnya buat keseharian bagus sih nggak bikin telat tapi ya gitu deh tiap hari senin tuh susah banget dapat gojek kalau sudah jam an kadang emosinangis gara tidak dapet gojek tapi tetep bagus sih,positive,neutral,Mixed sentiment detected
16773,sedih tiba tiba tidak bisa di pake aplikasi nya karena terdeteksi pemakaian yang tidak biasa alasannya tidak jelas kurang terperinci padahal selama ini gojek sangat membantu,negative,positive,Clear positive pattern detected
16808,tlng donk pihak gojek perbaiki maps d aplikasi ni sya sudah ksh alamat lengkap tapi maps ny nth kmna buat arah kasian pengemudi ny loh maaf saya ksh bintang dlu,positive,neutral,Mixed sentiment detected
16828,kenapa apknya lemot ya saat ingin pesan goridegocargofood bahkan go tagihan aplikasinya tidak merespon padahal kondisi hp dan jaringan sedang sangat bagus dan saat sudah bisa merespon pun memerlukan waktu yang cukup lambat,negative,positive,Clear positive pattern detected
16831,kenapa akhir ini gojek aplikasi nya tidak jelas yaa sering trouble saya ingin membayar di gopay pinjam tapi tidak bisa terus aplikasi nya di perbarui malah jadi begini tolong dong gojek di tingkatkan lagi pelayanan nya bukan nya menjadi lebih baik malah menjadi buruk begini,negative,neutral,Mixed sentiment detected
16850,keseluruhan sih ok cuman yang saya tidak suka kenapa dikit dikit harus update aplikasi bayangin jika kita lagi keburu atw miris kuota kan tidak bisa pesan jadinya ada tambahan lagi kenapa sih pada saat hujan susah banget dapat driver baik goride atau gocar keduanya sama sama sulit kalaupun dapat yang goride beberapa akan beralasan tidak bawa jas hujan dan saya disuruh cancel terus kadang kan ada sekumpulan pengemudi lagi nongkrong tapi dapatnya malah yang jauh,negative,neutral,Mixed sentiment detected
16857,pesan gocar harga di awal oke tapi setelah jalan berapa menit pengemudi merubah rute dan tarif berubah jadi lewat tol yang tarif tolnya yang mahal sy tidak mau debat turutin saja maunya pengemudi alhasil nambah ongkosnya rb an abis itu uninstall aplikasi tidak mau lagi pake gocar,negative,neutral,Mixed sentiment detected
16916,indikasi kena hack pelaporan lah setelah itu semuanyaa diblokir gopay diblokir paylater diblokir tapi harus pembayaran dan denda tidak bisa dihapus jika telat bayar lah kalian yang blokir dan aplikasi kalian yang kurang aman user lakukan pengaduan user nya yang kena ribetnya dan akhirnya saya bnr jarang menggunakan sudah benar tidak oke lagi maaf ya gojek ini pengalaman buruk saya,negative,neutral,Mixed sentiment detected
16930,aplikasi kasih bagus layanannya cepat dan harga murah tapi mencari gojek atau gocar masih agak susah agak lambat tidak dapet dapet,positive,neutral,Mixed sentiment detected
17007,sejatinya pemakai gofood tapi lama kelamaan penawaran begitu saja kupon diskon yang didapatkan terbatas promosi dan potongan kurang menarik dibandingkan aplikasi lain maaf tapi seharusnya ada pengembangan dan tawaran diskon yang menarik bagi kami ini era persaingan kalau tidak ada perubahan yang baik dan menguntungkan bisa saja customer pindah ke aplikasi lain team gojek pun harus survei dan lakukan riset dengan pesaing masa kalah sama grab kami butuh gojek yang lebih baik thx,positive,neutral,Mixed sentiment detected
17035,overall app nya berguna tapi tolong banget ini lumayan parah saya barusan beli gofood chicken gtu saya padahal tidak merubah rubah alamat saya tetapi ketika saya check out alamat saya berubah ke lokasi yang saya pun tak tau itu dimana jadinya saya bingung saya ada di cakung sedangkan pesanan saya di kebon baru saya mengerti kalau misal saya lupa ganti alamat tapi alamat ini buruk parah saya saja tidak tau dimana kebon baru itu tolong perbaiki saya habis rb sia sia karena masalah ini,negative,neutral,Mixed sentiment detected
17042,suka si pake gojek biasanya tunai dan tidak ada masalah tapi sekrng mau lebih praktis pake gopay dan tiap kali pake gopay yaa aampunn susah banget cari pengemudinya banyak si yang nerima tapi setelah terima pesanan banya yang alesan posisi jauhlah takut hujan tidak bawa jas hujanlah ada juga yang dicaht tidak bls alhasil harus nunggu lambat dan orgnya tidak jalan kesal saya apa si peyababnya tolong dong gojek masalah gopay diperbaiki apa yang bikin pengemudi jadi agak keberatan klo trima pesan pake gojek,negative,neutral,Mixed sentiment detected
17061,saya mau tanya untuk gojek kenapa saya tidak bisa pesan go food padahal sudah aktifin lokasi kenapa ya,neutral,negative,"Clear negative pattern, not mixed"
17073,bagus gojek cukup membantu saya tapi mahal pesaingnya maxim lebih murah,positive,neutral,Mixed sentiment detected
17099,sangat membantu tapi tolong kenapa ya kadang ongkirnya murah kadang mahal tolong penjelasannya untuk selain itu sudah bagus,positive,neutral,Mixed sentiment detected
17123,kenapa saya tidak bisa login di hp xiomi redmi note a,neutral,negative,"Clear negative pattern, not mixed"
17124,pengalaman pribadi pengemudi tidak sabaran sebab salah pencet pesan sama anak saya dan saya masih sibuk nyetir di jalan saya nyoba batal tapi bukannya si pengemudi ngasih arahan biar prosesnya cepet malah nelfon terus dan chat dengan kata yang sangat kasar menurut saya lebih baik ini pengemudi di kasih sp lokasi di lampung tepatnya pringsewu,negative,neutral,Mixed sentiment detected
17194,tidak bisa dibatalin padahal dah nunggu smpai jam mencari driver tlong waktu pencarian pengemudi dibatasin saya mau batalin sendiri juga tidak bisa uang sudah ketahan juga jadi tidak bisa pesan makan ditmpt lain mau sejam nunggu cari pengemudi yang ada keburu tempt mkn nya tutup,neutral,negative,"Clear negative pattern, not mixed"
17198,sangat bagus sekali memudahkan ibu yang ingin menikmati makanan tanpa harus pergi ke tempat penjualnya tapi tolong di tegaskan lagi kepada drivernya terutama untuk pesanan gofood karena suka mengetik lebih mahal dari harga aslinya dan tidak mengembalikan pengembalian uang yang seharusnya konsumen mendapat discon dari pihak gojek atau pembayaran memakai gopay,positive,neutral,Mixed sentiment detected
17222,saya harap pihak gojek lebih memperbaiki lagi dalam cs bantuan barang ketinggalan makanan saya ketinggalan di mamang gojeknya dan saya sudah telpon csnya dan csnya bilang suruh nunggu bakalan di konfirmasi ke mamang gojeknya dan sudah sekitar jam saya nunggu tidak ada satupun kabar ataupun basa basi dari csnya so saya sangat kecewa walaupun simple nya itu cuman makanan tapi tetep saja dikala lagi duit pasan dan abis itu bakalan berharga banget so mohon untuk diperbagus lagi pelayanan nya walaupun ini emang alasan konyol dan mungkin sepele untuk pihak gojek tapi bagi saya ini adalah salah satu pengalaman yang menurut saya kurang menyenangkan,positive,neutral,Mixed sentiment detected
17258,benar benar emosi pakai aplikasi ini mau masukin alamat buat gosend saja susahnya minta ampun ada opsi milih titik lokasi tapi ribet minta alamat lewat link tambah tidak tau caranya mau tf gopay saja wajib upgradeke gopay plus pantesan pada milih ke oren tolong donk di perbaiki bner ribet soalnya,negative,neutral,Mixed sentiment detected
17291,ini kenapa ya aplikasinya jadi susah diakses jaringan bagus buat buka youtube ig dll lancar tapi kenapa cuma buka gojek saja leletnya banget,positive,neutral,Mixed sentiment detected
17293,bagus dan tidak menyesal daa download nya tapi utk program prakerja koq insentifnya lambat cairnya yaa dibanding produk kompotitor lainny mohon dipercepat lagi yaa sistemnya makasi,positive,neutral,Mixed sentiment detected
17325,kecewa banget sama gojek bagus up go pay customer di alfamart sejumlah kebetulan nomor customer dan nomor di go resto saya sama dan di nota bukti bagus up berhasil akan tetapi bagus up go pay malah masuk ke akun go resto setelah itu saya telpon nomor customer service dan call center akan tetapi saya malah diberikan no cs yang lain nya sampai kurang lebih saya dikasih no call center jawaban nya sama suruh menghubungi no yang tadi lagi tolong dong gojek yang proffesional,positive,neutral,Mixed sentiment detected
17358,jadi lemot sering minta d update tapi fitur mlh tidak bagus susah buat pesen goride sering kmbali sndri,negative,neutral,Mixed sentiment detected
17360,saya sekolah jadi telat terus gara gara nyari gojek nya yang bagus tapi jauh padahal ada yang dekat meskipun rate nya buruk ya gapapa asal saya sampe sekolah saja sudah ini ampe nunggu menitan tidak ada yang mau nerima semoga diperbaiki,negative,neutral,Mixed sentiment detected
17380,sekarang malah tidak bisa pesan sekaligus apeuk bnget lah,neutral,negative,"Clear negative pattern, not mixed"
17386,aplikasi ini sangat bagus dan membantu tapi saat saya pindah ke batam di batam pengemudi gojek hampir merata tidak bisa membaca map dan tidak tau rute perjalanan jadi menghambat dan memperlambat waktu sampai tujuan terimakasih,positive,neutral,Mixed sentiment detected
17387,gojek bagus cuman ad yang perlu dibenahi sdkt terutama di pengetikan alamat yang dituju ketika kita ketik alamat pengantaranpengiriman itu harus mengulang lagi dari awal jika umpm keluar dari aplikasi sbntr utk mengecek alamat di chat pelanggan utk melanjutkan ketikan tidak bisa harus mengulang lagi dari awal dan itu bikin ill feel banget adeeuhh plis dahh tlg perbaiki dong jgn bgtu lagi di aplikasi lain mah tidak gitu ketika alamat bisa dilanjutkan jadi tidak bikin kesal ketik ulang,positive,neutral,Mixed sentiment detected
17412,aplikasi yang sangat memuaskan untuk brpergian kmnapun dan dmnpun,neutral,positive,"Clear positive pattern, not mixed"
17427,mohon maaf nih ya untuk upgrade go pay sudah nunggu hari kenapa masih tetep belum bisa ya katanya bakalan ada pesan tapi ditungguin gada ini bagaimana tolong dong perbaikin mau transaksi jadi gabisa sudah mahal mahal bagus up saldo nya tidak kepake,negative,neutral,Mixed sentiment detected
17438,kenapa aplikasi gojek update terbaru berat banget bukanya saya coba uninstall setelah diinstall ulang malah tidak bisa login tolong developer kasih solusi,positive,negative,Clear negative pattern detected
17467,saya sudah thn lebih pake gojeg dan tidak pernah pake aplikasi lain selain gojeg tapi baru kali ini gojeg tariff nya naikin harga tidak kira dulu ke stasiun cisauk dr rumah saya cm rbu tidak lambat terus jadi rb skrang masa jadi rbu udah gitu maps nya di bikin jauh masa yang jarak km jadi km terus yang km jadi km tolong perbaiki lagi system nya karena saya sbgai customers merasa di rugi kan klo kya gini terus saya cek harga tariff akun sebelah biasa saja lebih murah bedanya rbuan kan lumayan bngt,positive,neutral,Mixed sentiment detected
17539,gojek aplikasi yang paling bisa di andalkan selama ini tapi kali ini aku kecewa saya ngaduin keluhn sejak semalam tapi tidak ada perbaikan sy hanha di suruh nunggu terus saya kena masalah soal bagus up yang nominalnya lumayan bagi saga tolong sikap dan kerj samanya ka,negative,neutral,Mixed sentiment detected
17646,gojek emang bagus aplikasinya lengkap dan cepat cuma mahal banget rute perjalanan juga mutar mutar makanya biayanya dua kali lipat,positive,neutral,Mixed sentiment detected
17659,aplikasi gojek sangat bagus dapat memesan makanan lewat aplikasi online jujur sangat puas saat memakai aplikasi ini tapi untuk menemukan alamat masih agak tidak benar banyak abang gojek yang kesasar ataupun tidak pada rumah yang benar padahal aplikasi gojek saya selalu saya perbarui setiap tahunnya dan untuk maps nya sudah versi terbaru di hp saya dan juga jaringan saya lancar itu saja permasalahan semoga aplikasi ini dapat berkembang maksimal di kemudian harinya,positive,neutral,Mixed sentiment detected
17663,aplikasi bagus sangat bermanfaat cuma sayang saat ini saa susah untuk download lagi gara saat di pakai pesan go ride hp saya off drop batre bgtu hp hidup lagi gojek susah di hidupin mnta pembaruan di perbarui juga tidak bisa akhirnya saya uninstal setelahnya mau downliad lagi susah,negative,neutral,Mixed sentiment detected
17705,cukup lambat untuk menginstal tapi bagus juga saya dpt voucher mulu tiap belanja,positive,neutral,Mixed sentiment detected
17711,untuk perjalanan macam ojek atau taxi terbaik cuma untuk pesan antar makanan payah drivernya sudah pada kaya gamau nerima orderan sekalinya dpt pengemudi dicancel pesen makanan sulit kaya nyari kerja keburu laper pesen diaplikasi sebelah langsung dapet saja tuh tidak dicancel pula udahan harga makanan lebih mahal walaupun cm beda atau ribu promonya terlalu berfokus sama gopay sentimen make tunai promonya ngaruh dikit cm diongkir,negative,neutral,Mixed sentiment detected
17722,yeiy cinta banget deh sama aplikasi milik anak negeri ini para pengemudi juga lebih gercep lebih respect penampilan para drivernya juga lebih bersih dan lebih rapi dibanding pengemudi aplikasi sebelah tapi kadang ongkos lebih mahal ongkos kirim go food lebih mahal dan jarang ada diskon secara tampilan display aplikasi bagus rapi gampang digunakan dan kekinian banget,positive,neutral,Mixed sentiment detected
17781,untuk goride gocar dll bagus nyaman dan aman tetapi untuk gofood tolong pelayanannya dipercepat terutama tentang estimasi waktu makanan sampai yang diberikan karena terlalu lambat jadi terkadang membuat selera makan jadi hilang masa di waktu estimasi yang diberikan menit tetapi saya nunggu sudah jam dan waktu estimasi belum berubah masih di menit padahal apk gojek terbaru tolong diperbaiki lagi tentang gofoodnya,positive,neutral,Mixed sentiment detected
17804,tidak bisa login terus tulisannya ada yang salah teruss,positive,negative,Clear negative pattern detected
17811,saya pengguna lama dan dari dulu tidak ada masalah tapi semenjak beberapa bulan ini selalu eror tidak bisa di buka sama sekali aplikasinya tiap kali dibuka pasti force close dengan sendirinya coba paksa sampai x pasti hasilnya malah tetep loading aja maaf mohon di perbaiki,negative,neutral,Mixed sentiment detected
17830,berikan tindakan tegas sama pengemudi yang batal pesanan jangan cuma turun pervorma doang kasi kemudahan buat pengemudi nemuin customer kasi rute jalan kek gitu biar gampang kasian buat yang sudah tua kadang nyasar makanya dicancel sama pengemudi untuk gofood kasi keringanan harga ongkirlah klo mesen jarak antarnya dekat percuma dong klo deket bayarnya mahal untuk argo juga termasuk lumayan mahal biarpun mlm jam an udahsi itu saja masukannya makasih,negative,neutral,Mixed sentiment detected
17842,terimakasih aplikasinya sangat membantu untuk masyarakat seperti saya ini yang sedang di perantauan dan susah mencari makanan yang di inginkan berkat aplikasi ini saya dan teman di sini sudah tidak lagi mikir bingung mencari makanan,negative,positive,Clear positive pattern detected
17901,apik enyak nyaman tenan tapi aplikasinya kurang puas update lokasinya lambat pooll gojeknya suka nyasar ke tempat yang sama walau sudah dipandu titiknya tidak bisa dirubah tidak ada pilihan yang akurat,negative,neutral,Mixed sentiment detected
17921,pas dowloadnya lambat terus mau di pakai buat pesen makanan gg bisa padahal sinyal hp baik baik saja tapi gambar makanannya gg muncul muncul,positive,neutral,Mixed sentiment detected
17946,sebelum nya suka banget pake go jek terutama untuk gofood nya dan go pay nya juga tapi kemarin saya transaksi token listrik pake go pay token sedang diproses trus saya komplain berkali kali malah komplain saya ditutup token tidak ada saldo melayang komplain di abaikan asli kesal dan kecewa sbg pelanggan setia,negative,neutral,Mixed sentiment detected
18002,saya merasa senang sejak adanya gojek karena dapat membantu saya dalam segala hal seperti pesan makanan grabike gosend dll tapi kenapa ya akhir ini agak dipersulit tidak seperti terdahulu selalu lancar contoh aplikasi makanan grabike gosend ada saja kendalanya kadang tidak jelas dari drivernya apakah diterima di batal tidak diberitahukan sy sampai menunggu lama dihubungi pun jarang tersambung bahkan tidak bisa dihubungi sama sekali dengan drivernya harapan saya di thn depan gojek akan lebih baik lg thx,negative,neutral,Mixed sentiment detected
18008,buruk banget payah bisa ny pake paylater tapi double transaksi sama dy buat yang mau pake paylater untuk pembelian token harap kalian hati tau tagihan ny bisa double walaupun token berhasil tapi niat x malah jadi x transaksi di jam dan menit yang sama,negative,neutral,Mixed sentiment detected
18088,ada mode ongkir hemat tapi pengantaran nya di lama lama in okelah karena murah agak dilamain tpi tidak jam juga sih mana toko nya bilang sudah siap cuma menit dari pesanan masuk es nya sampe cair belum juga dianter tuh pesanan,negative,neutral,Mixed sentiment detected
18101,bagaimana mau bayar tagihan paylater kalau setiap mau bayar tulisan dilayar selalu koneksi ada gangguan jadi bukan salah kami jika telat pembayaran padahal nih jaringan yang ku pakai mantaps stayup jadi maaf baru bintang saja dulu ntar kalau sudah sangat bagus nih aplikasi baru fullstar,neutral,positive,"Clear positive pattern, not mixed"
18107,pelayanan prima harus dimaksimalkan aplikasi fitur gopay withdraw lambat estimasi waktu yang diberikan x jam tidak sesuai costumer tidak perlu menghubungi admincs perusahaan yang baik tidak menunggu complaint dari costumer tetapi memperbaiki kinerja kerja pelayanan serta sdm nya jika swaktu waktu bnyak pelanggan yang pindah ketempat yang lain brarti ada yang harus diperbaiki bagaimana ingin bersaing dengan yang lain sementara kualitas kita buruk,negative,neutral,Mixed sentiment detected
18117,gocar sekarang belagu belagu minimal kalo tidak mau ambil pesanan chat gtu kalo mau kita yang batal atau dia yang batal sendiri ini mah sudah di tunggu lama diem saja di petanya chatnya juga gaada balesannya di baca juga tidak tolong di perbaiki ya biar waktu kita tidak kebuang banyak cuma karena nunggu kepastian para gocar soalnya kadang tidak sekali pesen drivernya bgtu kadang pesenan kedua jga bgtu dan seterusnya jadinya saya kepepet jadi taksi menit pun itu waktu berharga time its money,negative,neutral,Mixed sentiment detected
18125,suka sekali sekarang sering dpt pengemudi dekat jadi tidak kelamaan nunggu kemarin ada abang nya yang bilang sekarang sistem pemerataan order tapi apapun itu terserah lah lanjutan itu yang penting tidak dpt pengemudi yang jauh lagi cz sering minta batal alasan kejauhan,positive,neutral,Mixed sentiment detected
18230,aplikasinya sudah bagus tapi lebih bagus jika ada fitur save alamat karena alamat gps tidak tepat,positive,neutral,Mixed sentiment detected
18244,senang sih aplikasi ini bisa membantu tapi saya sangat kecewa jika pesan sameday yang jauh sudah dapat driver dan estimasi waktu ambil barang sudah menit lg ternyata pengemudi cancel ini sudah kesekian kalinya jadi saya harus pesan dr awal lagi dan tunggu lambat lagi,negative,neutral,Mixed sentiment detected
18255,jangan mahal mahal dong ongkirnya tapi senang banget sih karena sering ada promonya sukses buat go jek,positive,neutral,Mixed sentiment detected
18341,aplikasi nya memang bagus tapi susah dimengerti untuk digunakan bagi pemula kasih tutorial maka nya,positive,neutral,Mixed sentiment detected
18393,saya sangat senang pake gojek gocar dll tapi akhir ini sudah mulai mengecewakan pada pemberitahuan saya dapat voucher diskon goride dan go car serta ongkir gratis go food tp yang muncul dan yang bisa dipakai atau yang tampil hanya voucher gratis go food saja yg lainnya ya php saja mulai kecewa,positive,neutral,Mixed sentiment detected
18427,jika nomer hpnya digunakan di hp lain maka gabisa login di hp ini sudah ketik manual link yang masuk tetep gabisa login kami kesusahan untuk masuk aplikasi gojek jika seperti ini saran untuk login verifikasinya bisa semacam otp saja biar mempermudah user jika membicarakan tentang keamanan memang bagus dengan yang skrng tapi jika user gabisa masuk karena kesulitan dengan verifikasinya yang ada malah pada uninstall aplikasinya ini critical bngt si semoga cepet diperbaiki uxnya thanks,positive,neutral,Mixed sentiment detected
18493,tidak bisa login pertama tidak dikirim otp nya terus login lagi tilisannya tunggu sebentar terlalu banyak permintaan,neutral,negative,"Clear negative pattern, not mixed"
18497,selama saya memakai apk gojek selalu aman dan lancar walau kadang apk agak lambat mungkin karena error ataupun jaringan tidak stabil dan ada beberapa pengemudi yang mengambil pesanan tapi di peta tidak berjalan menuju lokasi penjemputan semoga gojek ke depannya lebih baik dan lebih maju tetap semangat dan sukses selalu,positive,neutral,Mixed sentiment detected
18580,aplikasi nya bagus banget aku pake dari an dan emang apk gojek ini terbaikk dan ya bagus deh pokoknya wajib download tapi kalau bisa abang gojek nya yang deket resto nya ya soalnya kasian juga kalau abang gojek nya jauh terus harus nganter ke alamat saya ujungnya di batal juga,positive,neutral,Mixed sentiment detected
18654,makin kesini makin tidak jelas saja nih gojek bukannya semakin bagus pesan gosend bukannya dikasih yang dekat malah dikasih yang jauh udah gitu lambat lagi kali dibatalkan pesan lagi tetap orang yang sama tapi tidak gerak gojek tidak jelas pesan gocar juga dikasih pengemudi yang jauh setelah itu drivernya minta dicancel,negative,neutral,Mixed sentiment detected
18693,server selalu penuh dan akun saya pernah disuspend entah apa alasannya sejak saat itu saya tidak bisa pesan go jek lagi tanpa alasan yang jelas,positive,negative,Clear negative pattern detected
18743,tidak bisa pesan makan tidak dapet pengemudi mulu kelaperan,neutral,negative,"Clear negative pattern, not mixed"
18755,tarik tunai gopay transaksi gagal saldonya bukannya langsung di refund malah harus nunggu dulu tokennya expired jam pula waktu terbuang sia sia tidak lagi lagi nyimpen uang di gopay sudah mah kena biaya k cuma bisa atm bca lagi pilihannya tidak bisa di transfer ke e wallet yang lain selain itu komplain ke cs komplainnya jam berapa dibalasnya jam berapa kelamaan sudah nemu solusinya duluan,negative,neutral,Mixed sentiment detected
18765,sangat membantu saya apabila jalanan macet atau saya terburu buru mau berangkat,neutral,positive,"Clear positive pattern, not mixed"
18788,saya kecewa dengan gojek sudah di update tapi tidak bisa melakukan pemesanan gocar sebelum saya uninstall coba diperbaiki agar customer lebih mudah pesan kendaraan online,negative,neutral,Mixed sentiment detected
18790,nyari pengemudi jadi susah padahal banyak pengemudi yang on nganggur deket resto tapi kenapa tidak dapat pengemudi y jadi lambat nunggu dapat pengemudi belum nunggu diresto yang antri jadi gregetan tolong diperbaiki tolong diperbaiki,negative,neutral,Mixed sentiment detected
18842,saat saya upgrade gopay plus id saya sudah terpakai padahal saya sama sekali belum upgrade gopay plus mau lapor cs saja lambat balasnya di aplikasinya jg tidak ada nomor kontak cs hanya ada email dan balasannya kurang memuaskan saat ini apa harus serba cepat tapi menghubungi cs saja sulit tolong perbaiki lagi agar pelanggan tidak beralih pada apk lain,negative,neutral,Mixed sentiment detected
