content,content_clean,score,sentiment
"dari saya bintang dua ya, soalnya suka bermasalah sama sinyal, harus bener bener kuat banget sinyal nya baru bisa,klw sinyal lup lep kacau, tapi saya coba aplikasi lain bisa ko","dari saya bintang dua ya, soalnya suka bermasalah sama sinyal, harus bener bener kuat banget sinyal nya baru bisa,klw sinyal lup lep kacau, tapi saya coba aplikasi lain bisa ko",2,negative
"jarang banget ada promo, dan maps gojek nya sering bgt ga bisa tepat di titik jadi harus jelasin dlu ke driver untuk rute nya. gimana si gojek, bukan nya mempermudah customer jadi sering ngecewain customer","jarang banget ada promo, dan maps gojek nya sering bgt ga bisa tepat di titik jadi harus jelasin dlu ke driver untuk rute nya. gimana si gojek, bukan nya mempermudah customer jadi sering ngecewain customer",2,negative
Pelayanannya ramah sopan.murah,pelayanannya ramah sopan.murah,4,positive
gojek sy kok gk ad fitur gotik ny. padahal dh update,gojek sy kok gk ad fitur gotik ny. padahal dh update,4,positive
sangat membantu,sangat membantu,4,positive
bagus banget,bagus banget,5,positive
Baik sekali,baik sekali,4,positive
"Aplikasinya si bagus ya,berguna bagi saya yang suka main bisa naik gojek or gocar, MINUS nya 1 ketika beli makanan di gofood atau gomart diskon nya gada yg fungsi harga nya jadi ga ngotak 2x lipat + ongkir, tolong dong harga asli sama di gormart emang sama tapi setelah mau di chek out tuh malah double gede jadi mahal banget pdhl belinya ga 1 barang doang, emang si bisa dilogika in gamau mahal mending langsung beli ke supermarketnya aja, tapi di otakin jga guna nya gomart di apk nya apa🤣","aplikasinya si bagus ya,berguna bagi saya yang suka main bisa naik gojek or gocar, minus nya 1 ketika beli makanan di gofood atau gomart diskon nya gada yg fungsi harga nya jadi ga ngotak 2x lipat + ongkir, tolong dong harga asli sama di gormart emang sama tapi setelah mau di chek out tuh malah double gede jadi mahal banget pdhl belinya ga 1 barang doang, emang si bisa dilogika in gamau mahal mending langsung beli ke supermarketnya aja, tapi di otakin jga guna nya gomart di apk nya apa🤣",5,positive
3x dapet driver ngga jelas,3x dapet driver ngga jelas,2,negative
"sangat buruk gofood, estimasi waktu tidak berguna, di aplikasi mengkambing hitamkan restoran, very bad","sangat buruk gofood, estimasi waktu tidak berguna, di aplikasi mengkambing hitamkan restoran, very bad",1,negative
saldo tf gopay 150 rb stuck tidak bisa masuk ke gopay.. mohon di cek ( arudante ),saldo tf gopay 150 rb stuck tidak bisa masuk ke gopay.. mohon di cek ( arudante ),1,negative
chat ga di balas balas gojek gimana sih,chat ga di balas balas gojek gimana sih,1,negative
kalo ga mau di ambil cancel apa jangan malah di diemin orang kan lagi buru² jadi nya buang² waktu,kalo ga mau di ambil cancel apa jangan malah di diemin orang kan lagi buru² jadi nya buang² waktu,2,negative
"aneh aplikasi y gampang banget di hack punya saya dh di masukin dan di ganti email y yg terkait ma gojek.meningan Indri aman data"" gojek rentan di hack","aneh aplikasi y gampang banget di hack punya saya dh di masukin dan di ganti email y yg terkait ma gojek.meningan indri aman data"" gojek rentan di hack",1,negative
"TOLONG DISIPLINKAN DRIVER NYA. FITUR PENGIRIMAN EXPRESS BUKANNYA TEPAT WAKTU TETEP AJA TELAT LAMA, SIA DI KASIH FITUR PENGIRIMAN EXPRESS. + MASAK FITUR PENGIRIMAN EXPRESS BISA DOUBLE ORDER ALASAN KETERLAMBATAN GA MASUK AKAL","tolong disiplinkan driver nya. fitur pengiriman express bukannya tepat waktu tetep aja telat lama, sia di kasih fitur pengiriman express. + masak fitur pengiriman express bisa double order alasan keterlambatan ga masuk akal",1,negative
gopay later diblokir sampe 7 hari . ini udah 3 Minggu lebih diblokir . payah bangt gojek,gopay later diblokir sampe 7 hari . ini udah 3 minggu lebih diblokir . payah bangt gojek,1,negative
sistem buruk,sistem buruk,1,negative
membantu banget dan murah murah lagi tapi kalau makanan agak lebih mahal dibanding beli langsung,membantu banget dan murah murah lagi tapi kalau makanan agak lebih mahal dibanding beli langsung,5,positive
Lama. tidak 7c,lama. tidak 7c,4,positive
sangat membantu,sangat membantu,4,positive
"makin ke sini makin berat aplikasinya, udah 3 bulan gak bisa qr, tiket kereta g kebaca, lemot","makin ke sini makin berat aplikasinya, udah 3 bulan gak bisa qr, tiket kereta g kebaca, lemot",2,negative
penanganannya lama banget,penanganannya lama banget,2,negative
FITUR CHAT DI VERSI SEKARANG SERING TIDAK BISA DI GUNAKAN.,fitur chat di versi sekarang sering tidak bisa di gunakan.,1,negative
"kenapa y sekarang kok lama banget gak kayak dulu, sekali pencet langsuung bisa kalau dulu","kenapa y sekarang kok lama banget gak kayak dulu, sekali pencet langsuung bisa kalau dulu",4,positive
"ganggu bgt tiap search di PS kliknya apa, munculnya gojek terus","ganggu bgt tiap search di ps kliknya apa, munculnya gojek terus",1,negative
"nyaman,baik drivernya","nyaman,baik drivernya",5,positive
"kalo bisa mungkin adakan fitur block / unblock driver , ohiya suara telpon tapi ga bisa diangkat","kalo bisa mungkin adakan fitur block / unblock driver , ohiya suara telpon tapi ga bisa diangkat",5,positive
"Ini gimana sih,masa mesen gojek salah titik jemputnya Pdhl udah dikasi alamat yg betul","ini gimana sih,masa mesen gojek salah titik jemputnya pdhl udah dikasi alamat yg betul",2,negative
drivernya gak ramah saya minta PP ongkos berangkat ternyata udh dibayar pake gopay saya ehh driver gak bilang 34+8 pdhal KLO PP berangkat 8Rb plng 8rb mendingan lalamove,drivernya gak ramah saya minta pp ongkos berangkat ternyata udh dibayar pake gopay saya ehh driver gak bilang 34+8 pdhal klo pp berangkat 8rb plng 8rb mendingan lalamove,1,negative
"mending beli makan sendiri lebih cepat, beli lewar gojek lambat bgt anj","mending beli makan sendiri lebih cepat, beli lewar gojek lambat bgt anj",1,negative
Drivernya tolol di suruh nunggu malah di cancel,drivernya tolol di suruh nunggu malah di cancel,2,negative
saya kasih bintang 2 karena setiap saya pesen gofood pasti telat padahal udah pesen yang exspres,saya kasih bintang 2 karena setiap saya pesen gofood pasti telat padahal udah pesen yang exspres,2,negative
sangat membantu,sangat membantu,5,positive
𝕨𝕒𝕙 𝕂𝕖𝕣𝕖𝕟 𝔸𝕡𝕖𝕝𝕚𝕜𝕒𝕤𝕚𝕙 𝕘𝕠𝕛𝕖𝕜 𝕓𝕒𝕟𝕪𝕒𝕜 𝔹𝕒𝕟𝕘𝕖𝕥 𝕡𝕣𝕠𝕞𝕠 𝔻𝕒𝕟 𝔻𝕚𝕤𝕜𝕠𝕟 ℕ𝕪𝕒 𝕤𝕒𝕞𝕒 𝕄𝕦𝕕𝕒𝕙 𝔹𝕒𝕟𝕘𝕖𝕥 𝕂𝕒𝕝𝕠 ℙ𝕒𝕤 𝕂𝕚𝕥𝕒 𝕞𝕒𝕦 𝔹𝕖𝕣𝕡𝕖𝕣𝕘𝕚𝕒𝕟 𝔾𝕒 𝔹𝕚𝕟𝕘𝕦𝕟𝕘 𝕃𝕒𝕘𝕚 𝕄𝕒𝕦 ℙ𝕖𝕣𝕘𝕚 ℕ𝕒𝕚𝕜 𝔸𝕡𝕒 𝕌𝕟𝕥𝕦𝕟𝕘 𝔸𝕛𝕒 𝕊𝕠𝕝𝕦𝕤𝕚𝕟𝕪𝕒 𝕋𝕚𝕟𝕘𝕘𝕒𝕝 𝕀𝕟𝕘𝕖𝕥 𝕒𝕛𝕒 𝕆𝕚𝕒 𝕂𝕒𝕟 𝔸𝕕𝕒 𝔾𝕠𝕛𝕖𝕜 +𝕄𝕦𝕕𝕒𝕙 ℂ𝕒𝕣𝕚 𝔾𝕠𝕜𝕒𝕣 ℕ𝕪𝕒 𝔻𝕒𝕟 ℂ𝕖𝕡𝕒𝕥 𝔹𝕒𝕟𝕘𝕖𝕥 𝔻𝕒𝕡𝕒𝕥 𝔻𝕣𝕚𝕧𝕖𝕣 𝔾𝕠𝕜𝕒𝕣 ℕ𝕪𝕒,𝕨𝕒𝕙 𝕂𝕖𝕣𝕖𝕟 𝔸𝕡𝕖𝕝𝕚𝕜𝕒𝕤𝕚𝕙 𝕘𝕠𝕛𝕖𝕜 𝕓𝕒𝕟𝕪𝕒𝕜 𝔹𝕒𝕟𝕘𝕖𝕥 𝕡𝕣𝕠𝕞𝕠 𝔻𝕒𝕟 𝔻𝕚𝕤𝕜𝕠𝕟 ℕ𝕪𝕒 𝕤𝕒𝕞𝕒 𝕄𝕦𝕕𝕒𝕙 𝔹𝕒𝕟𝕘𝕖𝕥 𝕂𝕒𝕝𝕠 ℙ𝕒𝕤 𝕂𝕚𝕥𝕒 𝕞𝕒𝕦 𝔹𝕖𝕣𝕡𝕖𝕣𝕘𝕚𝕒𝕟 𝔾𝕒 𝔹𝕚𝕟𝕘𝕦𝕟𝕘 𝕃𝕒𝕘𝕚 𝕄𝕒𝕦 ℙ𝕖𝕣𝕘𝕚 ℕ𝕒𝕚𝕜 𝔸𝕡𝕒 𝕌𝕟𝕥𝕦𝕟𝕘 𝔸𝕛𝕒 𝕊𝕠𝕝𝕦𝕤𝕚𝕟𝕪𝕒 𝕋𝕚𝕟𝕘𝕘𝕒𝕝 𝕀𝕟𝕘𝕖𝕥 𝕒𝕛𝕒 𝕆𝕚𝕒 𝕂𝕒𝕟 𝔸𝕕𝕒 𝔾𝕠𝕛𝕖𝕜 +𝕄𝕦𝕕𝕒𝕙 ℂ𝕒𝕣𝕚 𝔾𝕠𝕜𝕒𝕣 ℕ𝕪𝕒 𝔻𝕒𝕟 ℂ𝕖𝕡𝕒𝕥 𝔹𝕒𝕟𝕘𝕖𝕥 𝔻𝕒𝕡𝕒𝕥 𝔻𝕣𝕚𝕧𝕖𝕣 𝔾𝕠𝕜𝕒𝕣 ℕ𝕪𝕒,5,positive
"Bukannya makin lama dipakai ini jasa aplikasi ngebuat pengguna dpt pelayanan (diskon, cashback,point ), malah makin enggak ada pelayanan. Intinya saya sebagai customer merasa kecewa","bukannya makin lama dipakai ini jasa aplikasi ngebuat pengguna dpt pelayanan (diskon, cashback,point ), malah makin enggak ada pelayanan. intinya saya sebagai customer merasa kecewa",2,negative
Pakai aplikasi go pinjam..baru jatuh masa tenggang udah di wa dgn gak sopan gaka da kata selamat siang/salam..langsung saja bilang jam segini belum masuk setoran...aplikasi lain2 gak ada yg seperti itu...najis banget...udah bayar sore di wa lagi dan di telpin lagi..tanpa di cek dulu apakahbsudah bayar apa belum...,pakai aplikasi go pinjam..baru jatuh masa tenggang udah di wa dgn gak sopan gaka da kata selamat siang/salam..langsung saja bilang jam segini belum masuk setoran...aplikasi lain2 gak ada yg seperti itu...najis banget...udah bayar sore di wa lagi dan di telpin lagi..tanpa di cek dulu apakahbsudah bayar apa belum...,2,negative
app nya kurang oke. hanya nyilsa driver aja,app nya kurang oke. hanya nyilsa driver aja,1,negative
ONGKOS GOSEND MAKANAN PADAHAL CUMA 3KG RP.38.000 EMANG KHON...TA...BA...padahal perusahaan TBK...,ongkos gosend makanan padahal cuma 3kg rp.38.000 emang khon...ta...ba...padahal perusahaan tbk...,1,negative
mungkin kah mungkin kah gojek ga tolol kaya sekarang..!!!,mungkin kah mungkin kah gojek ga tolol kaya sekarang..!!!,2,negative
Drivernya sopan & bisa diajak ngobrol,drivernya sopan & bisa diajak ngobrol,4,positive
"Voucher sudah terpakai tiba2 di cancel dari system, Aplikasi masih perlu perbaikan","voucher sudah terpakai tiba2 di cancel dari system, aplikasi masih perlu perbaikan",2,negative
mantap sangat memabantu,mantap sangat memabantu,5,positive
bintang 2 aja,bintang 2 aja,2,negative
Banyak diskon untuk GoFood nya,banyak diskon untuk gofood nya,4,positive
"supirnya kadang suka ga bergerak diam di tempat, dan malah menjauh","supirnya kadang suka ga bergerak diam di tempat, dan malah menjauh",2,negative
lumayan ramah drivernya,lumayan ramah drivernya,4,positive
"Aplikasi nya Gajls Banget Clik Gosen Buat Kirim Tpi Apa Server Sibuk Merayap Mulu Udh Hampir 1 Atau 2 Bulan Gini² aja Udh Ah Mls Juga Uninstal Aja Lah Cari yg Aplikasi Yg Bisa Kirim, Hadeuuhhh Udh Diupdate Gojek nya Tetep Aja Cape Nunggu nya","aplikasi nya gajls banget clik gosen buat kirim tpi apa server sibuk merayap mulu udh hampir 1 atau 2 bulan gini² aja udh ah mls juga uninstal aja lah cari yg aplikasi yg bisa kirim, hadeuuhhh udh diupdate gojek nya tetep aja cape nunggu nya",2,negative
Gojek memang mengatasi masalah tanpa masalah,gojek memang mengatasi masalah tanpa masalah,5,positive
Driver nya pada milih2 kerjaan. Pada malas2 pesanan sy sampai di batalin. Giliran jarak deket berebut,driver nya pada milih2 kerjaan. pada malas2 pesanan sy sampai di batalin. giliran jarak deket berebut,2,negative
"Payah , isi top up malah ga masuk saldonya, padahal ad riwayat top up 2x","payah , isi top up malah ga masuk saldonya, padahal ad riwayat top up 2x",4,positive
banyak kendaraannya tak pernah menunggu lama.,banyak kendaraannya tak pernah menunggu lama.,5,positive
"Tolong untuk Go Food, bagian terdekat, enak yang dulu, pakai jarak, jadi bisa tahu resto/makanan terdekat sama jarak nya, kalau yang sekarang pakai 30 menit, gak di urutkan dari jaraknya malah gak nemu resto terdekat sama sekali, soalnya saya lumayan jauh kalau dari tempat-tempat beli, gak hapal resto terdekat yang mana. Tolong kembalikan saja bagian jarak seperti sebelumnya. Terima kasih.","tolong untuk go food, bagian terdekat, enak yang dulu, pakai jarak, jadi bisa tahu resto/makanan terdekat sama jarak nya, kalau yang sekarang pakai 30 menit, gak di urutkan dari jaraknya malah gak nemu resto terdekat sama sekali, soalnya saya lumayan jauh kalau dari tempat-tempat beli, gak hapal resto terdekat yang mana. tolong kembalikan saja bagian jarak seperti sebelumnya. terima kasih.",2,negative
memudahkan perjalanan saya terima kasih,memudahkan perjalanan saya terima kasih,4,positive
pembayaran gak bisa tunai harus serba electrik.. jancook...,pembayaran gak bisa tunai harus serba electrik.. jancook...,1,negative
"Nawarin pinjeman, tapi di tolak, Tolong hapus aja pay letter sama gopay pinjam..","nawarin pinjeman, tapi di tolak, tolong hapus aja pay letter sama gopay pinjam..",2,negative
"kaga jelas gua udah top up gopay tapi di apk gojek masih rp 1 padahal udah top up. lelet banget buat masuk , lama, najis cuihhh benerin tuh lelet nya","kaga jelas gua udah top up gopay tapi di apk gojek masih rp 1 padahal udah top up. lelet banget buat masuk , lama, najis cuihhh benerin tuh lelet nya",1,negative
secara tiba2 akun saya di blokir dengan alasan yang tidak jelas,secara tiba2 akun saya di blokir dengan alasan yang tidak jelas,2,negative
"transportla,@ol askan","transportla,@ol askan",5,positive
"mending pake aplikasi sebelah, update mulu promo kaga ada","mending pake aplikasi sebelah, update mulu promo kaga ada",1,negative
"Tepat waktu, aman dan ramah drivernya","tepat waktu, aman dan ramah drivernya",4,positive
jadi males buka aplikasi resto..gak dapat driver..,jadi males buka aplikasi resto..gak dapat driver..,1,negative
Driver nya baik2 👍👍,driver nya baik2 👍👍,4,positive
Lumanyun drpd lumayan,lumanyun drpd lumayan,4,positive
"aneh pembyan bagus gopltr di block di turunin limit, gopjm ga bs dipake, customer yang loyal tidak di maintance dgn baik","aneh pembyan bagus gopltr di block di turunin limit, gopjm ga bs dipake, customer yang loyal tidak di maintance dgn baik",4,positive
Tolong dong kalau kasih titik di maps nya yg benar jarak jadi makin jauh ongkos nya jd mahal juga,tolong dong kalau kasih titik di maps nya yg benar jarak jadi makin jauh ongkos nya jd mahal juga,4,positive
"aplikasi jelek, server rusak terus","aplikasi jelek, server rusak terus",1,negative
terlalu mahal sekarang ongkir ya jadi males mesan makanan,terlalu mahal sekarang ongkir ya jadi males mesan makanan,1,negative
Tarif ongkir gofood goride makin mahal,tarif ongkir gofood goride makin mahal,4,positive
Gojek Transportasi Terpercaya dan Aman dan Nyaman,gojek transportasi terpercaya dan aman dan nyaman,5,positive
makin hari makin mahal ongkirnya,makin hari makin mahal ongkirnya,2,negative
baru kali ini dpt promo super murah..terima kasih gojek..sukses selalu,baru kali ini dpt promo super murah..terima kasih gojek..sukses selalu,5,positive
plis adain lagi driver khusus perempuan dong.. akan sangat membantu cust yang pengen dibonceng sesama perempuan..,plis adain lagi driver khusus perempuan dong.. akan sangat membantu cust yang pengen dibonceng sesama perempuan..,4,positive
sering2 prmo ya awokawok,sering2 prmo ya awokawok,4,positive
sangat membantu,sangat membantu,5,positive
Ih Astaghfirullah masa tiap log in dsuruh update mulu sebel banget,ih astaghfirullah masa tiap log in dsuruh update mulu sebel banget,2,negative
"oke udh bener, saya kasih 5 bintang. Terima kasih perbaikannya","oke udh bener, saya kasih 5 bintang. terima kasih perbaikannya",5,positive
sering eror,sering eror,1,negative
kenapa tidak bisa di update?,kenapa tidak bisa di update?,4,positive
saya sdh kasih tip drivernya censel,saya sdh kasih tip drivernya censel,2,negative
"potongan buat driver nya apa ga kurang besar? kasian driver nya , mau harga mahal pun tetep ke driver nya mah kecil.. sungguh ga adil 😑","potongan buat driver nya apa ga kurang besar? kasian driver nya , mau harga mahal pun tetep ke driver nya mah kecil.. sungguh ga adil 😑",1,negative
sebel banget pesen gocar selalu susah pasang harga murah tapi ga ada yang mau jalan...,sebel banget pesen gocar selalu susah pasang harga murah tapi ga ada yang mau jalan...,1,negative
"Selama ini aplikasi ini sangat membantu, seperti hal makanan, disaat hujan, aplikasi ini sangat membantu mengantarkan makanan yg kita pesan walaupun hujan, keren","selama ini aplikasi ini sangat membantu, seperti hal makanan, disaat hujan, aplikasi ini sangat membantu mengantarkan makanan yg kita pesan walaupun hujan, keren",4,positive
gojek tolonh dong aktifin pembayaran dengan qris,gojek tolonh dong aktifin pembayaran dengan qris,5,positive
sebagai tukang gojek apakah bisa tempatkan jam waktu stop kerja dan lanjut kerja agar driver bisa istirahat tepat waktu jam tidur mereka apa bila sudah ada itu maka kukasih bintang 5 karena tidak bisa pikirkan karyawan drivernya,sebagai tukang gojek apakah bisa tempatkan jam waktu stop kerja dan lanjut kerja agar driver bisa istirahat tepat waktu jam tidur mereka apa bila sudah ada itu maka kukasih bintang 5 karena tidak bisa pikirkan karyawan drivernya,2,negative
apl. yg memudahkan kegiatan & kebutuhan sehari-hari,apl. yg memudahkan kegiatan & kebutuhan sehari-hari,4,positive
promo gofoodnya jelek banget🫥,promo gofoodnya jelek banget🫥,1,negative
"drivernya lain di tes berkendara dan di tes kejiwaannya ya,dari gang main terobos aja untung ngak ketabrak, di tegor malah galakan dia lagi","drivernya lain di tes berkendara dan di tes kejiwaannya ya,dari gang main terobos aja untung ngak ketabrak, di tegor malah galakan dia lagi",1,negative
"Gopay pinjam udah dilunasin tapi pas pengajuan lagi ditolak dan parahnya suruh ajuin lagi tahun 2026, ett dahh lama bgt gubrak, tlng perbaiki sistem utk pengajuan ulang gopay pinjam yaa, jgn sampe setahun lg br bisa ajuin 😮‍💨😮‍💨 Mksh 🙏🙏","gopay pinjam udah dilunasin tapi pas pengajuan lagi ditolak dan parahnya suruh ajuin lagi tahun 2026, ett dahh lama bgt gubrak, tlng perbaiki sistem utk pengajuan ulang gopay pinjam yaa, jgn sampe setahun lg br bisa ajuin 😮‍💨😮‍💨 mksh 🙏🙏",4,positive
"Walaupun bukan driver, penumpang juga ada ratingnya. Rating saya bintang 4.2 dan g tau kenapa, jadinya susah cari driver","walaupun bukan driver, penumpang juga ada ratingnya. rating saya bintang 4.2 dan g tau kenapa, jadinya susah cari driver",2,negative
"Grabkar ada bermain curang yaitu permainan uang ,yng tadi nya 91ribu ,baru nyampe ,berbeda harga menjadi =116 ,dan meminta cancel tetapi tetap dianter ke tujuan","grabkar ada bermain curang yaitu permainan uang ,yng tadi nya 91ribu ,baru nyampe ,berbeda harga menjadi =116 ,dan meminta cancel tetapi tetap dianter ke tujuan",4,positive
"Sya pengguna gojek lama..jadi tahu banyak tentang aplikasi ini....Gojek sekarang udah ngak optimal dan sebagus dulu...dan terkesan lemot karena aplikasi yg terkadang ngelag... DIBANDINGKAN dengan versi lama itu lebih pas, nyaman digunakan, fiturnya baik, pokoknya TERBAIK...","sya pengguna gojek lama..jadi tahu banyak tentang aplikasi ini....gojek sekarang udah ngak optimal dan sebagus dulu...dan terkesan lemot karena aplikasi yg terkadang ngelag... dibandingkan dengan versi lama itu lebih pas, nyaman digunakan, fiturnya baik, pokoknya terbaik...",2,negative
"makin hari makin aneh, gada promo","makin hari makin aneh, gada promo",4,positive
map perjalanannya lebih lambat,map perjalanannya lebih lambat,4,positive
jadi praktis mau pergi ke mana aja,jadi praktis mau pergi ke mana aja,5,positive
"Gojek saya tiba tiba keblokir sudah hubungin CS nya gak ngaruh sama sekali,banding ditolak lah saldo saya masih ada ditahan kecewa banget","gojek saya tiba tiba keblokir sudah hubungin cs nya gak ngaruh sama sekali,banding ditolak lah saldo saya masih ada ditahan kecewa banget",2,negative
tolong diperbanyak lagi diskonnya yak,tolong diperbanyak lagi diskonnya yak,5,positive
sudah mulai ok,sudah mulai ok,4,positive
"Mantap, saya terbantu dengan aplikasi ini, waktu ada aktivitas yang tidak di ketahui, langsung kirim ke e-mail,mantap gojek 👍","mantap, saya terbantu dengan aplikasi ini, waktu ada aktivitas yang tidak di ketahui, langsung kirim ke e-mail,mantap gojek 👍",5,positive
"tolong ya kalo kita ngecancel driver itu karena kejauhan apalagi ujan jauh tambah lama, masa kita harus nunggu sejam dulu baru dapet belum nunggu nya, tolong sistemnya benerin driver yg Deket pas ujan kan ada.ini sistem prioritasnya penipuan nih! ini saya lagi nunngu di halte, masa akun saya di bekukan saya harus nunggu sampe besok gitu? tolong dijawab, saya alternative nya apalagi woi apk gojek penyakitnya kambuh, seperti sebelumnya. pada saat hujan akun saya dibekukan tiba tiba","tolong ya kalo kita ngecancel driver itu karena kejauhan apalagi ujan jauh tambah lama, masa kita harus nunggu sejam dulu baru dapet belum nunggu nya, tolong sistemnya benerin driver yg deket pas ujan kan ada.ini sistem prioritasnya penipuan nih! ini saya lagi nunngu di halte, masa akun saya di bekukan saya harus nunggu sampe besok gitu? tolong dijawab, saya alternative nya apalagi woi apk gojek penyakitnya kambuh, seperti sebelumnya. pada saat hujan akun saya dibekukan tiba tiba",1,negative
gajelas driver asal cancel ajaa,gajelas driver asal cancel ajaa,1,negative
aplikasi nya bagus tapi kalo mau ambil paket kalo ngisi alamat kadang pindah alat sendiri kayak no 18b ke 12b,aplikasi nya bagus tapi kalo mau ambil paket kalo ngisi alamat kadang pindah alat sendiri kayak no 18b ke 12b,4,positive
drivernya maling duit jir 🤭,drivernya maling duit jir 🤭,1,negative
perlu di tingkatkan lg untuk titik lokasi kadang ga sesuai dengan map atau alamat yg tertulis..,perlu di tingkatkan lg untuk titik lokasi kadang ga sesuai dengan map atau alamat yg tertulis..,4,positive
ongkir makin mahal,ongkir makin mahal,4,positive
ok cukup baik,ok cukup baik,5,positive
"suka lemot laman gomart web nya, tolong di perbaiki","suka lemot laman gomart web nya, tolong di perbaiki",2,negative
aku g suka sistem driver gofood ada double order makanan jd lama datangy dan dingin meski uda + bayar jaminan tepat waktu sama saja,aku g suka sistem driver gofood ada double order makanan jd lama datangy dan dingin meski uda + bayar jaminan tepat waktu sama saja,2,negative
"bagus,cepat","bagus,cepat",5,positive
kenapa driver nya dekat tapi tidak mau nge pick up. hadeh kecewa,kenapa driver nya dekat tapi tidak mau nge pick up. hadeh kecewa,1,negative
"Makin kesini Tiap pesen gocar selalu susah cari drivernya, begitu dapet driver malah banyak alasan dan kendala.. Titik nya jauh lah, ga bs di hubungi lah, Minta di cancel dengan alesan yg sesuai permintaan driver, malah nyuruh customer yg cancel krn ga mau cancel dr drivernya.. Management nya gimana nih?? Akhirnya mending pakai aplikasi lain, lebih cepet dpt driver dan lebih ramah drpd driver gocar..","makin kesini tiap pesen gocar selalu susah cari drivernya, begitu dapet driver malah banyak alasan dan kendala.. titik nya jauh lah, ga bs di hubungi lah, minta di cancel dengan alesan yg sesuai permintaan driver, malah nyuruh customer yg cancel krn ga mau cancel dr drivernya.. management nya gimana nih?? akhirnya mending pakai aplikasi lain, lebih cepet dpt driver dan lebih ramah drpd driver gocar..",2,negative
pinjaman sudah dilunasi tidak bisa narik lagi,pinjaman sudah dilunasi tidak bisa narik lagi,1,negative
kok sekarang semakin mahal ajah ongkir 2x lipat dari pada harga makanan nya,kok sekarang semakin mahal ajah ongkir 2x lipat dari pada harga makanan nya,2,negative
gak jelas apa coba tiap mesen makanan gak pernah ada drivernya aneh,gak jelas apa coba tiap mesen makanan gak pernah ada drivernya aneh,1,negative
aplikasi yang sangat membantu,aplikasi yang sangat membantu,5,positive
layanan mantap,layanan mantap,5,positive
kadang bagus kadang ngga tapi good lah,kadang bagus kadang ngga tapi good lah,4,positive
"drivernya isinya preman ga tanggung jawab. nurunin penumpang sembarangan dikasih rating jelek datang bawa rombongan. mau diladenin cuma buang waktu aja, alhasil mending uninstall aplikasi aja.","drivernya isinya preman ga tanggung jawab. nurunin penumpang sembarangan dikasih rating jelek datang bawa rombongan. mau diladenin cuma buang waktu aja, alhasil mending uninstall aplikasi aja.",1,negative
Sangat membantu dalam kelancaran kegiatan saya sehari,sangat membantu dalam kelancaran kegiatan saya sehari,5,positive
wah aplikasi pembawa bencana buang,wah aplikasi pembawa bencana buang,1,negative
udh download gojek tapi tetep ada iklan di capcut anjggg🤬🤬🤬. stop iklan² gojek trs!,udh download gojek tapi tetep ada iklan di capcut anjggg🤬🤬🤬. stop iklan² gojek trs!,2,negative
pelayanan memuaskan,pelayanan memuaskan,5,positive
"mohon diperbaiki, sudah beberapa kali selalu dapet driver yg jauh jauh kasian driver jika menjemputbterlalu jauh","mohon diperbaiki, sudah beberapa kali selalu dapet driver yg jauh jauh kasian driver jika menjemputbterlalu jauh",2,negative
"driver sulit di cari, padahal dekat banyak tapi gak mau terima order, gak cocok buat orang yang buru2 gak jelas, susah order","driver sulit di cari, padahal dekat banyak tapi gak mau terima order, gak cocok buat orang yang buru2 gak jelas, susah order",1,negative
"Membantu banget sih tapi kadang kadang kayak ada tulisan "" aplikasi ini sedang ramai di pakai "" tapi gapapa gw suka kok","membantu banget sih tapi kadang kadang kayak ada tulisan "" aplikasi ini sedang ramai di pakai "" tapi gapapa gw suka kok",4,positive
"Pelayanan untuk pelanggan lumayan kurang bagus. Saya memesan suatu makanan tertentu di Gofood dalam beberapa makanan yg saya pesan dan saat diantar makanan itu tidak ada di bundle pesanan saya, sehingga saya rugi 21k dari dompet Gopay saya. Sayangnya, saya tidak bisa me-refund uang tersebut dari pihak Go-Jek nya. Tolong diperbaiki lagi sistem CS nya agar pelanggan bisa dapat refund jika kejadian yg sama terjadi lagi.","pelayanan untuk pelanggan lumayan kurang bagus. saya memesan suatu makanan tertentu di gofood dalam beberapa makanan yg saya pesan dan saat diantar makanan itu tidak ada di bundle pesanan saya, sehingga saya rugi 21k dari dompet gopay saya. sayangnya, saya tidak bisa me-refund uang tersebut dari pihak go-jek nya. tolong diperbaiki lagi sistem cs nya agar pelanggan bisa dapat refund jika kejadian yg sama terjadi lagi.",2,negative
"ketemunya driver yg ga ramah galak mlulu, marah2 kemurahan pdhl yg tentuin harga dr officenya bukan customer, marah2 ga sesuai titik, ga ramah ke customer, dan kl pesen makanan ga ada kembalian","ketemunya driver yg ga ramah galak mlulu, marah2 kemurahan pdhl yg tentuin harga dr officenya bukan customer, marah2 ga sesuai titik, ga ramah ke customer, dan kl pesen makanan ga ada kembalian",1,negative
enak makanan nya,enak makanan nya,4,positive
"saya pengguna baru,,saya kecewa,,saya udah topup,,untuk beli di gofood,,pas mau beli udah ada promonya,,pas di batalin gak ada,,","saya pengguna baru,,saya kecewa,,saya udah topup,,untuk beli di gofood,,pas mau beli udah ada promonya,,pas di batalin gak ada,,",1,negative
