review,rating,sentiment,sentiment_label,date,thumbs_up
mahal GK Kya yg sebelah,1,1,sangat_negatif,2025-10-10 02:46:35,1
"beli makan di gofood aja biaya penanganan setengahnya dari harga makanan lebih mahal biaya penanganan, percuma voucher gak berguna",1,1,sangat_negatif,2025-09-21 01:06:05,1
sangat membantu dalam berkegiatan dan bersilaturahmi,5,5,sangat_positif,2025-10-11 21:00:15,1
"saya tadi siang pesan mixue dengan pembayaran via gopay bayar langsung,Tapi sampai sekarang barang yang saya beli tidak ada",2,2,negatif,2025-04-04 18:52:06,0
"gojek mmbntu bngt buat kemana² kalau g ada kendaraan di rmh, maaf tpi terkadang driver gocar itu sperti jual mahal, tdk ad yg mau angkut walaupun tdk hujan sklipun, skali diangkut psti lgsg di cancel sm driver ny, pdhl sy lgi butuh bgt dn hargany pun sesuai sm di aplikasi.",3,3,netral,2025-03-22 18:12:21,1
lu jangan asal ngasih penumpang ke driver kalau jauh bikin cs JD lama nunggu jgn mentang2 driver gacor asal ngasih aja,1,1,sangat_negatif,2025-10-02 08:35:14,1
gofood driver2 nya lebih di perhatikan orderan tolong pilih2 kurng Rama setiap order jrng yg ada .. kembalian,3,3,netral,2025-07-22 23:02:58,1
"Gmna ini aflikasi gojek error, metode pembayar tunai, tpi diaflikasi jdi non tunai, satu tujuan dua kali pembayaran",3,3,netral,2025-02-18 15:34:23,1
"ini gimana si ke buru hujan lagi malah muter aja udah di kasih tau alamatnya aku ada di Victoria no rumah ,blok vh,19 masih saja g faham cluter city bumi indah Deket Udayana di Victoria blok ,4 RT,04 masih aja g faham ngerti g sih bikin males ngojek tujuan ku perum 4pasar malabar jl,kentang 4 kalau tanya terus g nyampe 2 donk kapan ngojeknya peta juga g faham gitu masih tanya melulu bosen",2,2,negatif,2025-04-01 14:54:02,0
Untuk Dev. Gojek PT. GoTo... Saya sangat menyukai dan sering menggunakan aplikasi Gojek untuk kebutuhan sehari hari saya. Tapi mohon untuk tidak bermain victim maksud saya jangan adakan promo hanya ketika menjadi pelanggan baru Gojek tapi adakanlah promo untuk seluruh Pengguna Gojek.. Dan sedikit Saran Untuk promo Gojek Plus mohon untuk Gratis Ongkirnya maks. 20rb jangan 12 13rb.. karena menggunakan bebas Ongkir dari Gojek Gofood Plus harus minimal 40rb Terimaksih.. semoga bermanfaat .,4,4,positif,2024-12-27 17:31:50,3
"Tepat pada hari ini,4 Okt 2024,saya tidak bisa melakukan gofood,tertulis di aplikasi,apliksi sedang ramai di gunakan,mohon menunggu beberapa saat lagi,tp pesan goride gak ada masalah. Trus klo apliksi lagi bnyak d gunakan,kita gak bisa pake apliksinya,atau gimna c maksudnya..?",1,1,sangat_negatif,2025-10-04 12:20:47,0
cuan aplikasi terlalu besar.. bahkan 50-60 dari harga asli makanan nya,1,1,sangat_negatif,2025-09-23 17:42:22,1
makin hari makin embuh Dikit dikit kena blokir pdhal ga aneh² juga.. Duh... Plis balikin gojek sprti dulu lagi.. Mana limit makin turun aja,3,3,netral,2024-11-17 14:29:22,1
gocar mulai pilih² customer trak macet dikit minta cancel dgn berbagai tolong dong pihak kalau cancel bisa kasih rating makasih,1,1,sangat_negatif,2025-11-19 13:33:41,1
"potongan 10 20 buat mitra ?? KAGA ITU BOHONG, DRIVER DAPET CUMAN 5000 CUSTOMER BAYAR ONGKIR 17-19K. perusahaan zolim",1,1,sangat_negatif,2025-09-28 10:55:46,3
semua nya ok cuma kendala nya satu sih kalo mau pesen makan terkadang lebih mahal ongkirnya ketimbang makanannya dan juga kebanyakan biaya layanan jadi lebih mahal jatuhnya tolong koreksi lagi makasih,4,4,positif,2025-06-28 19:44:09,0
"GUA HARUS NUNGGU BERAPA LAMA LAGI? SUMPAH APLIKASI SERING ERROR?? KENAPA SIH? JARINGAN BAGUS, UDAH CAPEK DIJALAN. PLIS BANGET LAH JANGAN SUKA EROR ANJ",1,1,sangat_negatif,2025-07-11 18:01:40,0
"driver pada malas tuh, gausah di turutin minta thr, mesen gosend gaada yg mau ambil loh",3,3,netral,2025-03-25 16:19:49,0
"aku sudah sering menggunakan aplikasi dengan harga mungkin relatif cukup tinggi tentunya dengan kualitas yang baik. Permasalahan aku mengalami pemesanan driver untuk satu tujuan, namun terdapat 2 dua penerima driver.",4,4,positif,2025-04-24 17:02:47,12
"nyaa setia pengguna gojekk aman bguss, tpii liat skrg yg lgi viralll msalah gojekk ,ksian bgt driverr nya ,semoga cepat ditanggapin mslh driver Saya sm pihak gojekk",4,4,positif,2025-04-25 18:37:20,0
"jalan perjuanganmu gojek,, pasti ada driver2nya. buat mensejahterakan lanjutkan",5,5,sangat_positif,2025-09-24 20:52:07,0
"Tolong mitra drivernya dibina, hal sekecil kejujuran aja gak bisa. katanya bisa jemput, ditunggu ½ jam gak datang padahal diaplikasi 7 menit dan sudah bilang oke",1,1,sangat_negatif,2025-10-11 02:19:52,1
"habis susah hujan kalo dapet driver, padahal udah pilih pencarian prioritas",1,1,sangat_negatif,2025-11-18 17:37:04,1
"Saya tidak sengaja mengajukan pembayaran 2 kali, lalu saya melakukan bantuan dan pihak Gojek Indonesia menanggapi serta menanganinya dengan cepat dan baik pembayaran mengembalikan dengan yang berlebih. Terima kasih Gojek Indonesia",5,5,sangat_positif,2025-11-12 06:50:28,0
"agen CS nya bloon dan lemot,ganti donk dg yang pinteran dikit",1,1,sangat_negatif,2025-10-22 21:45:17,1
sangat membantuku thank you,5,5,sangat_positif,2025-11-22 08:03:46,0
order gofood pada saat mager membantu sekali sekali tinggal klik dan Bayaar,5,5,sangat_positif,2025-09-25 19:30:27,3
saya udah top up. notifikasintransaksi sudah masuk.tp belum muncul di saldo gopay ka,2,2,negatif,2025-09-26 21:47:39,2
Perketat pengawasan untuk driver nya ya min gojek. Agar lebih aman lagi penumpangnya dari driver2 nakal,4,4,positif,2024-11-18 12:23:56,0
maps penjemputan sering ga pas tlg di perhatikan dan di perbaiki lagi maps penjemputan,3,3,netral,2025-07-02 07:18:52,0
harganya si gak enak di kantong,3,3,netral,2025-05-23 13:17:52,0
jl blok Manukan Krajan Surabaya 31 j no 5 Tandes Raya toko sumber rejeki,5,5,sangat_positif,2025-10-04 07:31:26,0
tidak rapat Suka driver,3,3,netral,2025-01-12 20:17:36,1
"kalau cuaca habis hujan dapat deraeper nya suka susah paling dapat yg jauh, tolong di perbaiki aja",3,3,netral,2025-10-02 16:16:34,1
"Tidak ada konfirmasi ulang menggunakan pin ketika memberi tip, sukses menguras saldo gopay saya sampai habis karena kepencet di kantong.",1,1,sangat_negatif,2025-10-16 17:51:04,1
Data saya di curi pihak ke tiga mohon di putuskan,3,3,netral,2025-02-05 14:53:01,1
"membantu makanan yg dikehendaki, dgn harga sepadan ...dan segera siap antar untuk disantap. Driver sigap sampai pemesan kadang cepat dr estimasi.",4,4,positif,2025-10-25 02:14:58,0
"saya top up gopay, walau ada bukti top upnya tetapi uang tidak masuk ke gopay. jadinya gimana ya?",3,3,netral,2025-08-04 11:43:04,0
asli gw uninstall apk klo susah bener dpt gw download indriver langsung masuk Deket bego gw mahal harus sorry ye brengsek,1,1,sangat_negatif,2025-09-29 17:44:07,2
"yaa berguna sih untuk kehidupan sehari hari saya baik gocar, goride,gopay,dan gofood. gopaynya juga penting.promo gofoodnya besar besaran dan banyak banget , tapi kok ini gofoodnya kurang ya di kawasan saya padahal restorannya buka secara offline tapi di aplikasinya malah tutup, dan di grab restorannya buka. bagaimana ini? dan banyak restoran yang tidak terdaftar di gofood saya merasa kecewa.",3,3,netral,2025-10-31 15:58:19,7
the best untuk incam,5,5,sangat_positif,2025-11-08 07:48:58,0
"Klo malem susah dapet nya ,suka dicancel terus",2,2,negatif,2025-02-24 21:27:41,1
"jgn Keseringan ngerem bg, saya di belakang Pengen Muntah",4,4,positif,2025-04-27 18:16:12,0
udah nunggu hampir sejam. tiba tiba drivernya membatalkan pesanan dan harus nunggu lagi buat nyari driver lain. mohon segera diberi sangsi jika ada driver nakal seperti ini... sudah sering kejadian semacam ini.,1,1,sangat_negatif,2025-10-19 18:11:10,2
"Aplikasi oke, cuma sering dapat driver jauh... jadi nunggu drivernya yg lama",4,4,positif,2024-10-22 18:51:12,0
"Tolong dong tambah mode pembayaran nya pakai dana ,mahal kali pakai gopay",3,3,netral,2025-01-06 10:20:57,0
Suka banget lama² nunggu tb² tidak ada driver la apalah. Udah mana sekarang rata² 1 jam an pula nunggunya parah sumpah gofood sekarang.,2,2,negatif,2025-02-28 23:52:49,1
ini gimana nihh Udah di update aplikasinya tapi tetap saja eror perusahaan jadi Doble Doble nya jadinya saya bayar nya du-duanya aplikasi juga mohon di upgrade lagi dari pihak nya nya.,4,4,positif,2025-08-02 06:46:01,0
"driver anda tidak kompeten,selalu meminta cancel dengan cara diam di posisi",1,1,sangat_negatif,2025-11-19 08:36:43,1
tak kasih bintang 2 dulu saya pelanggan gojek tapi bulan ini harganya melambung tinggi ngga bisa lagi langganan,2,2,negatif,2025-09-23 06:40:18,1
"Tolong Peringatkan kepada seluruh gojek supaya tidak memberi harapan palsu dijam² orang berangkat kerja dipagi hari,,soalnya saya sudah hampir telat 3x gara² driver yang saya dapatkan malah menerima orderan lalu tidak ada kontak samsek malah dibatalkan setalah 30 menit lebih,saya tau mereka kerja cari rejeki,kita juga sama tolong pengertiannya,engga harus kita yang terus pengertian,semoga kita saling memberi secara positif antara driver dan penumpang..",5,5,sangat_positif,2025-10-10 04:49:14,0
"tambahin fitur nitip sesuatu gitu di abg grabnya ke mnytt, gua mesen goput 3 kali kaga ada yang mau di mintain nitip rokok.gua bilang tf gopay, malah pada minus gopaynya kocak, mending kalo ada di gomart.",3,3,netral,2024-11-30 08:51:39,1
pakai lebih gocar enak aplikasi mantap,5,5,sangat_positif,2025-10-30 13:10:26,0
tepat waktu diantar sampai pas dengan titik lokasi,5,5,sangat_positif,2025-10-08 10:06:11,0
kenapa gopay aku diblokir pliss udah bertahun tahun ga bisa gunain gopay padahal gada transaksi mencurigakan atau apa sebagainya tolong dong di respon tindak lanjuti lagi kasus ini masih banyak terjadi sama orang lain,1,1,sangat_negatif,2025-10-09 18:40:03,1
sangat membantu masyarakat.,4,4,positif,2025-10-30 12:41:13,0
sangat terbantu banget tau,5,5,sangat_positif,2025-10-04 13:50:59,0
pokoknya app ini sangat berguna buat yg lagi mager selanjutnya biarin bintang yang bicara,5,5,sangat_positif,2025-09-25 22:01:07,2
mempermudah kendaraan saat gak ada sangat,5,5,sangat_positif,2025-11-04 10:51:51,0
tidak puas ada driver yg tdk bersyukur dpt orderan. saya hapus aplikasi ini krn trauma dg sikap dan kata2 sesumbar driver pengantar makanan,2,2,negatif,2025-01-11 19:40:37,1
"gojek kelamaan bikin telat stasiun saja cancel 2x di apk berbeda, liat maps orangnya stuck di situ aja, di tlp tidak angkat di cht tidak bales atas nama subahri, nopol AG1239RE tolong ya ini saya ketinggalan kreta",1,1,sangat_negatif,2025-09-27 19:33:24,3
kenapa gojek sekarang semakin menurun. saya baru membuat akun baru dengan nomor baru tapi tidak ada promo yang dijanjikan. saya coba kode voucher cobaingojek tidak tersedia di area anda. di gofood ada mode ekonomis waktu saya beli gojek plus ekonomisnya saya pengguna setia gojek dan tetap pakai goride walaupun mode hemat motornya 7000 dan di sebelah 6500. kenapa ya. Saya tunggu jawabannya,3,3,netral,2025-11-04 13:13:39,7
mantap drivernya ramah,5,5,sangat_positif,2025-09-28 01:16:14,0
ongkirnya ngerampok anj 11 12 sama toped pantes logonya sama ijo,3,3,netral,2025-05-15 16:44:44,0
mahal bgt skrg gojek. yg sebelah murah tujuan yg sama,2,2,negatif,2025-04-02 19:05:17,22
"kurang bisa pesan ojek maupun makanan, api eror mulu padahal gps nyala udah pake hp satu nya sama aja. Kecewa. Update sekarang balik lagi kemarin setelah lapor udah bisa, trs gmn ini min aku mau pesan jadi gak bisa lagi.",2,2,negatif,2025-02-11 09:55:49,4
titik penjemputan kadang gak tolong di perbaiki lagi terima kasih..,4,4,positif,2025-04-29 10:51:48,0
"Tolong berikan pelayanan terbaik ketika jam pagi, berikan driver yang dekat dengan posisi customer, kasian customer dan drivernya kalo harus menunggu karena kejauhan...",4,4,positif,2024-10-12 04:35:35,0
"tolong diperbaiki y,lemot bgt efeknya salah pesan terus atau kelamaan dapat nya",2,2,negatif,2025-05-06 05:41:25,0
secara tiba2 akun saya di blokir dengan alasan yang tidak jelas,2,2,negatif,2025-05-30 08:04:54,0
bs gak klo pesen go food ongkir nya gak gila2 an.jauh deket mahal gilaa,3,3,netral,2024-10-31 16:32:30,0
klau boleh saran tolong lah jangan kasih driver yg jauh untuk jemput ke lokasi pelanggaan sedangkan deket lokasi pelanggan kelihatan banyak driver,5,5,sangat_positif,2025-10-04 04:36:51,0
driver baik dan ramah,5,5,sangat_positif,2025-11-17 06:57:36,0
"saya komplain makanan yg saya pesan berbeda, saya menghubungi CS tp Pelayanannya kelamaan sekali sampai 1 jam blm ada kejelasan. Minta foto saya kirim.",2,2,negatif,2025-10-12 21:19:27,1
"harus banget ya habis buat laporan tentang driver gojek, mesti nilai pelayanan cs gojek. sampe spam email. kalo minta penilaian ngirim email nggak ini ngirim 2 kali sehari, ke distract mulu gua tiap buka email. kedepannya tolong dilihat jam kerja driver, kalo sekiranya udah lebih dari batas wajar orang kerja di nonaktifkan dulu akunnya. kemaren driver nyupir sambil ngatuk, gak cuma sekali ya aku ketemu gojek nyupir sambil ngantuk gitu.",3,3,netral,2025-01-26 09:23:20,0
Dengan adanya GOJEK...saya khususnya..sangat terbantu kalau lg malas keluar rmh...smg pelayanannya trus ditingkatkan..dari baik menjadi lbh baik lg..maksh GOJEK,4,4,positif,2024-12-14 09:02:46,0
membantu sekali dengan adanya aplikasi ini,5,5,sangat_positif,2025-11-04 17:23:22,0
"bagus banget aplikasi nya , tapi kenapa setiap mesen drivernya tidak mau , memilih untuk di cancel , tolong di perbaiki lagi ya",4,4,positif,2025-10-08 08:34:49,0
Gw kalo inget gojek Inget masih Nyari duit di ojol 2014 masih mantap... yg Setiap hari paling kecil dpt 800rb. ..,5,5,sangat_positif,2025-10-05 16:35:55,0
hari mulail ini sy mau tutup aplikasinya mau tutup kun ribet. jam 19. 49 tgl25-9-2025 sy tutup,1,1,sangat_negatif,2025-09-25 18:50:20,1
jelek gofood mahal udah gitu lama bngt padahal pakek yg prioritas begitu nyampek makanan udah dingin,1,1,sangat_negatif,2025-10-02 20:03:45,1
Selalu asyik perjalanan saya pake Gojek,5,5,sangat_positif,2025-11-05 10:11:14,0
Gw kalo inget gojek Inget Nyari duit di ojol 2014 masih mantap... yg Setiap hari paling kecil dpt 800rb. ..,5,5,sangat_positif,2025-10-05 16:35:55,0
"Gojek ini bnr sih membantu tp dalam hal pelayanan misal , kita udh pesan lama trs sampai nunggu lama tau2 di cancel seketika hrsnya jika customer sdh buat pelaporan yg ditanggapin cpt . Bukan pesanan goofood ngestuck tp ga dpt driver nunggu 1 jam lbih tb2 di cancel . Cs nya jg tdk maksimal",2,2,negatif,2024-12-06 14:05:00,0
"belum pernah kecewa pakai aplikasi ini. bahkan di daerah kabupaten banyak drivernya hanya kaget aja waktu ada driver yg bilang rating sy turun, perasaan sy tidak pelit kasih bintang 5 tiap driver kasih tip. mungkin ada yg kecewa karena sy pakai gojek untuk antar 2 anak. niatnya sy juga kasih tip baik tunai maupun Gopay. tapi yaudah lah, namanya manusia, mungkin driver lagi badmood jadinya rating sy turun",5,5,sangat_positif,2025-10-15 12:33:16,0
"sya cs yg ratingnya rendah krna selalu minta tolong sma driver untuk simpan pesanan gofood langsung di dpn pintu, pdhl kos sya lantai 1, tdk ada pagar jg, sya jdi susah untuk dpt driver. pdhl sy selalu ksi bintang 5 ke driver. mending hpus sj fitur rating csnya kak",1,1,sangat_negatif,2025-09-17 11:30:04,1
"akurat kurang map , keliru titik jemput sering jadi",4,4,positif,2025-07-05 13:57:45,0
Saya sering pakai Gojek tolong management drivernya Saya sudah sering dapat driver yg tiba-tiba tanpa pemberitahuan cancel orderan padahal saya sudah nunggu lama...,4,4,positif,2025-01-10 21:18:56,3
dapat tdk tapi driver Sering nyantol terus,3,3,netral,2024-12-30 18:45:26,0
gojek sangat membantu hanya saja banyak juga gojek terimakasih tidak ada respon semoga lebih baik yang ke depannya lagi,4,4,positif,2025-09-26 15:54:39,0
"Bisa gak ya kayak dulu yg kita tau drivernya, jadi kalo jauh bisa kita mau ambil orderannya atau gak. gak kan bisa kita batalin biar bisa ganti driver yang nunggu ganti driver nya lumayan bisa 15-30 menitan. Kadang bisa 3-4 kali ganti driver.",2,2,negatif,2025-04-27 17:13:21,9
mksh sesuai dengan tujuan,5,5,sangat_positif,2025-10-02 17:41:10,0
"Sebenarnya sudah bagus , tp tolong masa berlaku vocher itu diperbaiki lagi, paling tidak sesuai dengan tgl yang sudah ada , karena saya sering tidak mendapat potongan dari vocher trsbt padahal tanggal berlakunya masih lama , saya sangat kecewa sekali ... Kl hbis ujan lama poll",3,3,netral,2025-02-28 18:07:51,0
kesini makin banyak driver buset makin ngeselin yang,3,3,netral,2025-07-06 21:13:43,0
"aku sama keluarga nyari gojek, banyak yanng deket... tapi selalu aja kelamaan banget, udah nunggu 9 menit, sampe 20 menit lebih ga dateng dateng... dichat gaada mau dibales, sampe berkali kali cancelnya.. karena hari makin malem, jadinya gajadi keluar... jangan pake ini guys, mending pindah ke apk lainnya.",1,1,sangat_negatif,2025-09-21 18:22:53,1
"tolong diperbaiki aplikasi selalu saya membayar kode QR Suroboyo bus wirawiri Suroboyo sering bermasalah terpotong, gagal transaksi! meskipun saldo saya tidak soalnya tapi membuat saya jengkel selalu gagal bertransaksi!",2,2,negatif,2025-08-07 15:53:36,1
"ga pernah langganan gojek plus. tiba tiba saldo gopay suka ngurang. pas di cek, kepotong biaya gopay tiap tulisannya paket 30hari, tapi ko plus. 2 sekali minggu kepotongnya. cara berhenti langganannya gimana?",1,1,sangat_negatif,2025-10-22 21:51:54,4
mantap benar aplikasi nya,5,5,sangat_positif,2025-10-11 05:39:47,0
"Saat pengajuan gopay pinjam, data yang keluar selalu data yang lama, padahal sudah saya ganti data yang terbaru",4,4,positif,2025-02-23 19:28:46,0
"sangat tidak puasss,,karna dreverr mengetik nominal sndr tanpa sepengetahuan saya",1,1,sangat_negatif,2025-10-24 10:01:53,1
"Banyakin diskonnya, donggg",4,4,positif,2025-03-16 17:29:59,0
tambahkan metode pembayaran ovo!!!,2,2,negatif,2025-05-15 07:50:33,0
"saya tidak bs chat laporan. ingin menarik bintang pada transaksi Gopay terakhir, chat martabak BRI Klaten karena penjual jorok. pegang bahan makanan dg tangan yg tidak bersih, tidak dicuci dahulu. Sayangnya bintang tertekan 4x dan tdk bisa direvisi,lgs hilang. saya coba lapor dg di tidak ada kolom utk ketik laporan Beda jauh dg Gojek terdahulu yg servicenya sgt baik saya minta bintang 4 nya akan Dan dibuka kesempatan untuk berikan bintang lagi, yg hny dicabut. sy berikan 1 atau 2 bintang saja",2,2,negatif,2025-10-09 17:01:01,7
aplikasi gojek lebih lagi dalam mencarikan mitra driver sesuai genap. karena kebutuhan mendesak lewat harus sesuai genap. dan ketika memesan dapat 5x tidak ganjil genap saya dapat notif bisa di akun saya ketika melakukan banyak pembatalan. padahal saya pembatalan karena jelas tidak sesuai ganjil yang tidak dapat akses lewat jalan tol tolong lebih di dalam mencarikan mitra. terima kasih,4,4,positif,2025-11-20 08:08:59,1
hapus aja aplikasinya bg,1,1,sangat_negatif,2025-09-23 14:02:34,1
"salah satu driver menghilangkan paket saya, setelah laporan CS, tidak ada tanggapan .. sampai sekarang paket saya tidak ketemu.",1,1,sangat_negatif,2025-10-22 13:58:13,1
"Cuma gojek yang bisa jadi teman perjalanan. juga baik-baik, cuma sayang bgt tadi saya nemu satu Driver yang aduh, tolong diperhatikan lagi ya Drivernya",4,4,positif,2024-10-30 16:02:32,2
"bagaimana cara menggunakan kembali akun gopay plus saya yang lama sementara nonya sudah tidak ada, tolong dipermudah",3,3,netral,2025-06-15 13:12:34,0
"pelayanan bagus, mobil bagus",5,5,sangat_positif,2025-10-28 12:00:32,0
"nyari sdh bayar isi gojek plus, saat pesan makanan tarif ongkosnya murah kenpa pas sya pke gopay biaya tarif nya jd naik,mau sya keuntungan jangan begitu lah!!",1,1,sangat_negatif,2025-11-14 18:50:23,1
sampah sudah nunggu lama tiba-tiba dicancel,1,1,sangat_negatif,2025-10-25 20:22:47,1
"membantu, tapi tolong gofoodnya jangan mahal2",4,4,positif,2024-11-09 11:20:49,0
"saya pesan sop pada tanggal 13 okt.seharusnya sudah sampai di alamat, ternyata driver dapat double order.jadi dia malah anter ke alamat tujuan yg lebih jauh.sedangkan seharusnya alamat yang terlewat lebih dulu.saya harus menunggu sekitar 10 menit lagi.driver bilang sistem dari Gojek memang seperti itu.dan saya tidak puas",1,1,sangat_negatif,2025-10-13 19:22:20,1
nyaman sopan dan baik driver nya,5,5,sangat_positif,2025-10-21 04:18:11,0
Jadiii mahalll ongkos nya padahl deket perjalanan nya dn aku sudh pemakaian app ini 4 taun.. Bisaa yuuu ongkosnya murahh lagiii,2,2,negatif,2024-11-18 20:43:11,2
"Kalau tidak di update aplikasi nya tidak bisa dibuka, kesannya memaksa untuk update nya.",2,2,negatif,2025-01-17 09:31:03,0
skrg pesen nya pada males pdhl kita pesen udh sesuai juga kita lebihin kdg tapi skrg driver lama bgt dpt driver nya,2,2,negatif,2025-09-15 14:49:28,1
"Tolong aplikasi sediakan tema gelap, gak kebuka malam mau tidur, karena putih BG, buat sakit mata, satu lagi saran samain warnanya dengan gopay, masa hijau sama kayak brand . . lihat warna jaket biru cerah lebih enak",3,3,netral,2025-02-20 02:30:55,0
"Mohon perbaiki drivernya..masak kalau mobil gak mau narik go ride nya...sampai hampir 1 jam dapet gak di peduliin,sekali pesan langsung di cancel sama driver Gak profesional banget Tempatku gak bisa hujan masuk makanya pesennya go ride",3,3,netral,2024-12-04 18:43:38,3
"Masih sering ditemukan bug, sering saat pesan makanan lalu saat menuliskan sesuatu di catatan namun yg di tuliskan tidak bisa di save, misalkan saya menuliskan ayam bagian dada namun tidak ter save akhirnya saat pemesanan tidak sesuai dengan yg kita tulis di catatan",2,2,negatif,2025-03-14 18:25:26,0
Mohon Tolong di perbaiki aplikasi nya saya tidak bisa pesan makanan Setiap kali Persen makanan Di batal kan dan tidak bisa pesen makanan di Gomart,5,5,sangat_positif,2025-10-03 17:24:13,0
tidak bagus banget penjalannya,1,1,sangat_negatif,2025-09-29 17:30:19,1
mudah dan cepat respon nya,5,5,sangat_positif,2025-10-16 10:43:55,0
"pantesan banyak kastamer gojek yg lari ke layanan yg krn digojek terlalu pricey semua dr ongkirnya.biaya pesan dan prosentasse ambil untungnya dr makanan yg dibeli.sekarang gojek terlalu rakus cari untungnya.pendapatan driver diminimkan,kastamer bayarnya dimahalkan dan restonya dimintai biaya free ongkir utk order yg masuk",1,1,sangat_negatif,2025-11-22 11:10:44,1
"plis deh admin gojek, perbarui apk nya , aku gada cansel pengemudi malah double orderan . pdhal gda cansel atau apa pun itu, kecewa, kasian drivernya 2 2 dtg tp gmungkin penumpg naikin 2 2 kn? ,tolong deh perbarui lg.",4,4,positif,2025-04-02 20:34:10,0
aplikasinya kk sangat bagus bermanfaat kk semoga aplikasinya lancar jaya dan selalu berkarya lah kalau begitu akan saya kabul permintaan bos mu dan anak bos yang baik hati dan rajin menabung itu amin - amin ya robbal allah min yak allah abis cerito alias abis cerita titik gg koma ini aku apa ada yak,5,5,sangat_positif,2025-10-27 15:35:53,0
"tolong dong kalau kita driver kasih yg bener² dekat dengan pemesan,,, kasihan drivernya jemput jauh nganternya jg terlalu jauh",2,2,negatif,2025-05-22 22:28:17,1
"Mohon ada PEMBATALAN PESANAN di kenakan lagi.terima seperti pada APLIKATOR LAIN , sehingga pesanan fiktif palsu tidak agar biaya kasih",3,3,netral,2025-05-18 07:50:24,0
"aplikasi nya sudah bagus banyak membantu orng yang mager dan banyak potongan harga, tapi 1 hal yang bikin saya kasih bintang 4, tolong hapus fitur chat selain chat customer dan driver sering banget dapet teror dari nomor ga di kenal ngatain dengan ucapan kotor. mohon di terima masukan nya yaaa, maaf sebelumnya",4,4,positif,2025-08-24 09:51:03,4
"Aplikasi nya sudah bagus. Hanya saja saya mau bertanya. gunanya opsi ekonomis di gofood apa kalau akhirnya saya gak dapat driver? disuruh tunggu 85 menit hanya untuk di beri harapan palsu? mikir dong, kalau gak niat bikin opsi ekonomis gak usah sekalian. driver lu tu mental miskin semuanya. gak profesional. hanya ngambil yang menurut mereka menguntungkan mereka saja. lucu pelayanan kalian.",2,2,negatif,2025-11-21 20:01:24,1
voucher wlu srg dpakai susah dpt...,4,4,positif,2024-10-05 15:28:07,0
mantap.. gampang kemana cari makanan jajanan. gampang nganter paket. jd gampang semua,5,5,sangat_positif,2025-09-27 15:13:50,8
"semoga bermanfaat dan berkah, aplikasi utk Indonesia, harapan tiap desa ada Go-Jek",4,4,positif,2025-04-19 11:26:59,0
"Dear gojek, bisa ga sih fitur lgsg ordernya di matikan saja?! sangat mengganggu, Kalau mau order bike atau car, perlu menyesuaikan titik malah lgsg order. It s inconvenient.",4,4,positif,2025-09-16 15:54:31,4
"selalu puas dengan pelayanan dari para driver baik motor ataupun mobil ,,pertahankan",5,5,sangat_positif,2025-10-10 10:48:26,0
sangat mudah untuk dipakai aplikasinya,5,5,sangat_positif,2025-10-10 09:03:29,0
Mau kasi keluahan dikit kak jadi awalnya saya pesen goride ni uda nunggu lumayan lama dan tiba2 di cancel entah drivernya yg cancel atau error sistem Terima kasih,1,1,sangat_negatif,2025-05-06 16:06:16,2
"sekarang yg kalau antar harus mampir dulu ke pengorder Gofoodnya bersamaan, jadi lama nunggunya",3,3,netral,2025-01-25 07:37:07,3
tolong sediain jas hujan tiap driver untuk penumpang soalnya udah order beberapa driver tiap hujan kehujanan trs ga pada punya jas hujan,1,1,sangat_negatif,2025-09-17 16:43:47,1
setiap baru download selalu mendapat driver yang tidak kompeten,2,2,negatif,2025-04-25 07:37:31,0
"penyelesaian maslaah terlalu bertele2, jelas saya sudah melampirkan foto item keseluruhan saat pembelian namun laporan saya malah ditutup dengan alasan tidak dapat ditelusuri. Jelas2 lauk yg diterima tidak lemgkap",1,1,sangat_negatif,2025-11-08 10:40:33,4
Gojek knpa sihh ini ga bisa masuk2 kendala kendala teknis mulu,3,3,netral,2024-12-22 11:29:58,0
kecewa gojek slalu nawarin produk dari GO-MART pas di klik gk ada apapun alias PHP,2,2,negatif,2025-03-15 17:16:10,0
"Gak pake lama nunggu drivernya, ramah,sopan dan paham route jalan.",5,5,sangat_positif,2025-11-07 22:18:31,0
tolong jgn otomatis gitu dong saat mesen gojek nya susah d batalin ga kan mau milih yg mana pembayaran nya,2,2,negatif,2025-07-23 07:26:34,1
"knpa susah betul dpt driver klo pesan gofood, giliran tanya cs blgnya driver udh otw ,di screenshotkan bukti blom dpt driver malah di tutup chatnya jgn bohong coba jengkel nunggu lama2 ujungnya gk dpt driver trus disuru cancel",2,2,negatif,2025-04-04 19:35:15,0
"saran aja buat gocar nya. minimal Ac hidupin lah. dan juga stel musik atau radio . pdhal kami kalo pake gocar gak mau yg hemat. TaPI pelayanan kayak gocar hemat . awal2 naik gocar dulu enak banget , TaPI makin kesini makin malas naik soalnya panas dan sumpek . moga aja tahun ini bisa beli mobil sendiri . Aamiin",3,3,netral,2025-05-13 20:37:00,0
Tarif gojek sedang tidak bersahabat dengan sy akhir² ini,3,3,netral,2025-02-10 17:00:19,0
