original_index,text,current_label,reason,confidence,pos_keywords,neg_keywords,suggested_label,notes
12163,selama ini belum ada mslh kendalanya klo pas servernya bermasalah bikin pusing mau pesan tidak bisa pokoknya gojek mantaaps,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
12207,aplikasi tidak jelas akun sudah level juragan kan otomatis dapat voucher go club pas dipakai buat bagus up game malah akun diblokir semua voucher hilang kesalahannya dimana juga tidak di beri tau sama cs nya bintang saya rasa lebih dari cukup,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
12213,saya ada kirim laporan saldo gopay saya di akun yang satunya msh ada dan nomor hpnya sudah tidak aktif lagi minta pindahin saldo di akun yang baru sampai skr belum ada di kembalikan saldo gopay saya di akun lama juga kemarin saya beli kopi kenangan sudah jelas vocher terpasang cashback tapi sudah lebih dari jam saldo gopay nya pun belum msk juga sudah kirim laporan sih dan mohon maaf semanjak bp nadim jadi mentri kyknya aplikasi gojek tidak seperti dulu msh ada beliau sy pakai gojek sejak,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
12249,ketika tidak ada yang bisa jemput gojek jadi penyelamat,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
12334,apknya bagus sih bnyk promo tpi sngt di syngkn untuk gofood tidak bisa lapor toko yang berbuat curang karena sering sekali customer terjebak beli makanan harga mahal yang datang hanya telur doang saran saya berikan juga fitur laporkan toko yang bermasalah jdi agar cutomer yang lain tidak terjebak berkali kali,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
12367,mudah dan cepat nungguhnya kagak kelamaan juga murah oh ya kalo ada apa di batalin juga bisa,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
12369,posisi titik alamat pd awal slalu tepat tp makin kesini tidak tepat titiknya voucher donk potongan sprti dlu biar ringan utk anak sekolah,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
12395,terima kasih gojek atas pinjamannya tidak ribet dan tidak sampe menit sudah cair uangnya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
12631,sangat cepat pas waktu upgrade gopay ke gopay plus tidak nunggu waktu lambat,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
12674,sudah suka banget pke gojek tapi kenapa sekarang tidak bisa pke voucher sihh jadi mahal kan kalo mau pesen go food,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
12706,sangat di anjurkan untuk yang pemula karena gojek merupakan aplikasi ojek online paling bagus dan tidak terlalu susah daftar sana sini,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
12740,transportasi on line yang membantu banget cepat tidak ribet dan hemat,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
12748,jemput tidak pernah terlalu lama pesanan makanan walaupun hujan juga tidak lama,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
12875,banyak akun pesanan fiktif terlalu mudah membuat akun gojek costumer jadi banyak disalahgunakan fitur pengemudi minta batal terlalu mudah disalah gunakan oleh orang yang tidak bertanggung jawab,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
13078,kenaikan tarif saat ramai sangat tidak rasional bisa lipat bahkan grab saja tidak separah itu dan masih memberikan banyak diskon,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
13096,seharusnya pada saat pesan gosend alamat tujuan ditampilkan diawal berbarengan dengan alamat pengirim di aplikasi drivernya jadi tidak seperti beli kucing dalam karung,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
13101,suka banget sama aplikasi go jek apalagi kalau lagi mau makan dan mager masak jadi enak gojek bisa dipesen tidak terlalu lambat juga,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13107,mohon kedepan nya di tambahin fitur chat jadi mudah bagi pengendara atau penumpangcustomer yang tidak ada pulsa atau susah dihubungin lewat nomor hp jadi gampang kalau ada fitur chat dr bawaan aplikasi tersebut thanks,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13163,klo bisa jarak jauh poin utk pengemudi ditambah karena rata klo jauh pengemudi tidak mau ambil order karena klo jauh motor jg cepat rusak trims,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13179,banyak dapet voucher tapi kenapa terkesan setengah hati banget ya ngasih nya voucher food tpi yang ke potong cuma ongkir voucher buat potongan harga di minimarket tapi jaringan padat mulu dan coba lagi nanti keburu masa berlaku habis voucher ride tpi tarifnya lbh mahal dari biasanya sehingga klo motong sama saja kyk tarif regular kalo menurut saya sih mending tidak usah mengiming imingi customer dengan hal hal yang sekiranya memberatkan anda gojek,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
13257,apa nih aplikasi apaan ini saya kira gampang banget pakenya ternyata susah banget saya mau bagus up diamond saja tidak bisa aneh banget jaringan stabil kenapa saldo gopay banyak cuma bagus up ribu tidak bisa aplikasi tidak jelas ini tidak usah dipake harus beginilah begitulah menyesal saya saya peringatkan ya jangan dipakai paham,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13293,kenapa semakin hari semakin tambah buruk ya aplikasi dan layanan gojek ini sudah sering tidak bisa digunakan untuk fitur go ride nya voucher voucher nya sekarang malah tidak bisa untuk login akun terus bagaimana dengan saldo akun saya nih,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
13345,barakallahu fiikuum mohon maaf tadi kesalahan saya saya baru menggunakan aplikasi ini jadi masing bingung td sudah pesen pengemudi tapi aplikasi tidak muncul di hp pesan lagi tk muncul jadi sampai pesan driver mohon maaf bapak pengemudi yang saya cancel semoga allah memberi rezeki lebih byk untuk pengemudi yang saya cancel mohon maaf sekali untuk kedepannya aplikasinya lebih di perbaharui agar semakin baik good job mohon di mengerti,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13382,ada enaknya ada ngganya di gocar enaknya kalo dapet orang yang ramah enak banget fun fun gitu kalo orang yang cuek agak bagaimana gitu akward malu aku jadinya di goride biasanya aku kalo pake goride aku cepet cepet jadi agak panik bagaimana gitu kalo dapet pengemudi yang ramah enak tidak kerasa dah sampe saja kalo yang cuek kyk bagaimana gitu takut saya di gofood enak biasanya drivernya ramah ramah and sabar banget nungguin pesanan aku soalnya aku biasanya pesen banyak sudah si gitu saja dari pengalamanku makasi,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13401,aku suka makan tapi mager banget kalau harus keluar dan gofood ini membantu banget sih jadi tidak susah lagi kalau mau makan makanan luar tapi susahnya kalau cari pengemudi yang deket di daerah ku sini di cepogo boyolali bahkan sering tidak ada pengemudi terdekatnya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13458,halo gojek saya suka melalukan pembayaran online melalui aplikasi ini tapi kenapa sekarang suka susah ya selalu eror dan saldo tidak cukup padahal saldonya ada tolong bantuannya ya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13460,didlm aplikasi ini ada mode hemat ketika saya mencoba mode hemat estimasi pemesanan pencarian pengemudi jam lebih saat makanan sudah sampai makanan dingin tidak hangat lagi jd intinya mode hemat ini sangat merugikan,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
13497,kenapa saya tidak mendapatkan gojek paylater mohon dibantu aplikasinya semangkin di update malah makin buruk aplikasinya tampilannya membinggungkan tlg it nya diganti ama yang lbh profesional terimakasih,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13578,selama make apk ini tidak ada kesulitan sih semuanya berjalan lancar tidak ada masalah terus tingkatin saja biar makin bagus,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13644,aplikasinya sangat membantu saya tapi sayangnya ketika saya ke cibiru pingin naik goojek ke arah bojongsoang tidak bisa semua pengemudi minta di batal katanya kejauhan,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
13657,bagus bgtlah aplikasi satu ini jadi gapusing kemana dan tidak ribet mau pesen makan apalagi kirim barang,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13664,penjemputannya tepat waktu dan tidak terlalu lambat menunggu dan sopan serta nyaman,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
13689,kenapa abis bayar pln pascabayar tidak dapet cashback tumben biasanya cepet padahal hr ini terakhir huft sedikit kecewaakk,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
13761,alhamdulillah selama ini aman saja tidak ada masalah,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
13768,gila gofood sekarang voucher sudah tidak ada subscription yang gratis ongkir jika pesan diatas rb juga sudah tidak ada ongkir platform fee seharga makanan yang bener saja saya pakai gofood hampir setiap hari selama tahun title anak sultan tidak pernah turun diperhatikan lah biaya yang tidak masuk akal jangan tambah maruk,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
13777,aplikasinya bagus bisa ngecek maupun pesan dari jarak jauh juga tapi gara di tagih bagian paylater nyocot banget nelponnya tidak bisa ber simpati dan tidak tau waktu kalau nelpon lama jadi males pake gojek,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13808,aplikasi bagus memenuhi segala kebutuhan secara instan dan tidak ribet,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13879,bahkan ada yang bisa kita lakukan untuk menjaga agar kulit cepat putih berikut patut anda coba untuk tampil lebih cantik dan anggun selalu digambarkan sebagai berikut cara download game spiderman download lagu rohani kristen di android psp europe and asia tenggara dan pasifik dan hindia belanda yang bernama mie pas siang hari pedas auto show di hp eps download game psp kamen rider super junior dan pacarnya yang sudah lambat tidak terdengar dengan cara download video klip ini adalah untukmu sayang,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13889,sudah kedua kalinya sistem loading terus mau di gunakan atau urgent malah loading terus sudah di uninstall dan install lagi malah tidak bisa masuk padahal jaringan lancar buka apk lain juga lancar cuma gojek doank yang tidak bisa jadi males pake gojek sistemnya buruk sekali,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
13891,alangkah baiknya saat daftar akun gojek bisa disertakan nikktp supaya jelas dan tidak merugikan driver supaya masalah pesanan fiktif bisa terselesaikan dengan cara seperti itu mulaiajadulu,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13946,bagus banget dan sangat membantu saya yang bekerja dalam pemesanan makanan dan tidak pernah mengecewakan,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
13974,saya dari tahun sampai saat ini masih menggunakan aplikasi gojek tidak pernah kecewa sedikit pun allhamdulilah tahun sudah perjalanan saya menggunakan gojek mau apa pun tera saksi nya selalu gojek di hati tapi tolong donk rajinin memberikan voucher goride nya,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
14007,seringberror bnyk voucher yang tidak bisa dipakai diwilayahh sayaa,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
14068,selama aku pakai aplikasi ini tidak ada kendala sama sekali aplikasi sudah bagus dan sangat membantu namun untuk kode promosi mungkin lebih bisa diseringkan lagi wkwk tapi overall sudah bagus kokk wajib download kalau belum download,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
14114,sukaa dengan adanya gopay saya jadi lebih mudah untuk transfer tidak harus nunggu lambat,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
14155,sekarang ongkir gofood makin mahal voucher juga tidak pernah ada lagi buat yang bayar pake gopay harus upgrade ke yang plus makanya sekarang jadi males beli makanan di gofood lagipdhl dulu sering ada voucher di apl sebelah walau makanannya lbh mahal di resto yang sama tapi totalnya lbh murah ada diskon makanan dan voucher ongkir juga,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
14190,aplikasi ini sangat bagus banyak diskon untuk goride gocar dan yang lainnya tapi kadang pesan gocar sering di batal sama pengemudi dan susah dapat drivernya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
14273,saya agak kesal kenapa terlalu suka mengubah antarmukanya yang ada hanya mengbingungkan barusan saya kira saya belum pesan rupanya kotaknya kecil dibawah biasa ditengah untuk sempat membatalkan,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
14435,bagus banget aplikasi nya mudah si gunakan jadi kami yang anak asrama tidak perlu susah buat keluar beli makanan ataupun kemana mana saya beri bintang deh,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
14444,sebenarnya fiturnya sudah lengkap cuman kadang kalo pesen go ride drivernya pilih pilih pernah dr jam sampai jam mlm tidak dpt driver di batal sampai kali,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
14490,senang sih tapi semakin ke sini semakin terasa mahal karena diskon nya tidak bisa di pakai pakai syarat tertentu,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
14534,selamat siang bapakibu pimpin gojek kalo merima drive tolong di baikin lagi soalnya anda hilangin pebeli saya tadi pebeli nya beli gara drive anda jadi nya orang tidak jadi beli,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
14563,capek ketik alamat kalo mau pesan di gojek kenapa tidak bisa otomatis simpan alamat yang kita mau dan yang sering kita pergunakan supaya lebih praktis,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
14584,untuk temen cs semuanya saya nulis ulasan ini bukan untuk di baca gopay tapi untuk temen cs dan drever seteleh saya baca dan rasakan apapun keluhan yang kita utaran semuanya saya rasa tidak ada perbaikan di setiap bidang jasa adalah melayani dengan baik tapi semakin kesini semakin buruk berarti sistemnya bunuh diri saya rasa percuma juga kita beri ulasan yang tidak pernah di tanggapi dari pihak yang bersangkutan mudah bermanfaat dan kita lebih bijak mencari sarana yang lebih baik salam,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
14585,tolong klo pilihkan pengemudi jangan yang jauh dari titik jemput supaya tidak lambat menunggu sejauh ini oke,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
14636,aku selama pakek apk gojek aman saja tapi kendalanya cuma lemot padahal paketan penuh dan wifi juga lancar tapi selalu katanya tidak ada internet ke dua harus edit alat penjemputan padahal sudah jelas alamatnya itu tapi suruh edit lagi,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
14642,woi jek mau makan saja ribet amet skrng mau custom seperti apa mau custom seperti apa lu fikir makan mau custom pakai akal donk kalau custom app kalau tidak bisa kasih simple sini biar saya custom lu punya app,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
14666,sangat membantu banget sih mau kemana mana tidak ribet juga klo lagi sendirian di rumah mau makan tinggal go food dan ada promonya lagi pokoknya sangat membantu sekali saran banyakin promonya ya,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
14830,bagus promonya tidak main main apalagi gofood nya nyebelinn pesen gojek comfort sudah kali yang dateng tidak sesuai masa gojek comfort datengnya mioo ngeselinn sudah bayar lebih supaya lebih nyaman kenyataanny buruk,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
14905,gojek sangat membantu sih tapi kenapa sih kadang penilaian untuk pengemudi ataupun restoran nya tidak keluargak nongol jadi disaat setelah pesan gofood dan makanan nya mengecewakan saya mau komplain soal restoran nya kan jadi tidak bisa karena penilaian nya tidak nongol tolong dong gojek setiap pesan gofood ataupun goride tolong selalu tampilkan penilaian untuk mereka jgn kadang nongol kadang tidak trmksh mau nilai restoran abis pesen tapi tidak nongol lagi gmn mau nilai restoran coba,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
14907,saya bagus up game pake gopay kenapa error ya diamondnya tidak masuk padahal saldonya sudah kepotong mohon responnya biasanya lancar sekarang tidak masuk diamondnya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
14916,saya punya masalah dengan promo jadi entah dari kapan saya sudah tidak menerima promosi sama sekali waktu awal saya komplain bisa teratasi masalahnya tapi seminggu kemudian promosi nya tidak ada lagi yang lebih buruk juga voucher dari toko makanan tidak ada sama sekali sampai gratis ongkirnya tidak ada jg kenapa sih gojek sekarang begini ama saya padahal saya sudah jadi sultan tapi malah tidak ada promoan sama sekali dah capek komplain,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
14968,lebih baik fitur go mart ditiadakan saya tiap mau belanja padahal nominal tidak lbh dr k susah banget dpt pengemudi yang mau ambil orderannya dengan alasan selalu duit tfk cukup jarak sudah kelewat dll tlg lbh d pilih lagi utk pengemudi go mart ini dan jika berat lbh baik hapuskan saja tq,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15070,tidak bisa buka aplikasi terhenti di pembuatan pin mau buat pin tapi tidak terkirim sms verifikasi sudah banyak kali di coba tapi tetap tidak dikasih kode verifikasi yahh artinya tidak bisa digunakan lagi aplikasinya mungkin karena baru pertama kali topup gopay jadi disuruh buat pin untung hanya ribu di isi wkwk minimalnya isi saldonya ribu masih coba coba eh kodenya sudah sampai bagaimana yaa kasih bintang saja deh kasihan lain kali jangan lambat dong soalnya ada batas waktunya detik,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15095,bagus sih tapi pas mau bagus up robux di roblox atau jadi metode pembayaran tidak bisa katanya ada kesalahan suruh update atau download padahal sudah terdownload update selalu kenapa ya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15122,gojekgopay sama sekali tidak bisa memberikan solusi atau apapun itu saya pengguna gojek sudah thn saya bagus up saldo gopay melalui minimarket saya salah sebut no hp yaitu no yang sudah tidak aktif tapi pas saya bagus up sistem tidak otomatis menolak atau gagal padahal no tersebut belum terdaftar sebagai akun gojek dan aneh nya saat bagus up nomor tersebut muncul nama saya gimana cara refund nya atau memindahkan saldo ke no akun yang aktif saya sudah hubungi customer care nya tapi tidak ada solusi,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15157,nyaman dengan gojeg tapi kendalanya google map sering tidak sesuai lokasi jadi kami harus nunggu lama tolong google map nya di benahi,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
15217,gojek lebih memudahkan saya dalam segala hal tidak masak tinggal gofood berangkat kerja tidak ada yang ngantar pesan gocar paket data habis tinggal gopulsa semua jadi mudah tidak ribet saya merasa sangat terbantu dengan adanya aplikasi gojek ini,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
15262,untuk para cs cuman mau ngingetin tolong untuk pembayaranya pakai tunai kalo tidak punya tunai mending bayar transfer ke pengemudi langsung soalnya kalo kalian bayar pake gopay uang tidak bisa di nikmati oleh pengemudi pengalaman saya sebagai pengemudi uang gopay saya tidak pernah bisa saya tarik meski potongan dari penghasilan saya sudah lunas,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
15283,tidak sama sekali memudahkan dengan adanya gopay untuk verifikasi saja susahnya tujuh turunan sampe sebulan dan berkali tetep tidak bisa tervefikasi sudah tlp berkali ke cs nya pun hasilnya nihil karena tidak bisa membantu,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
15390,bagus bisa membantu smua org saat tidak ada kendaraan pribadinya lagi rusak lah apa,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15420,selama pake aplikasi gojek tidak pernah ada kendala transaksi maupun pembelian apapun jadi lebih mudah dan efisien terutama diskonnya itu loh menggoda hati,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
15436,fiturnya praktis tidak ribet mudah di mengerti utk pemula pengemudi jg sopan n santun,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
15447,terima kasih gojek atas segala kemudahan keamanan dan kenyamanan yang saya dapat selama ini meski ada beberapa pengemudi yang memberikan pelayanan yang mengecewakan tapi over all ok saya harap gojek terus mengedukasi mitranya secara berkelanjutan,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15511,pelit voucher pulsa walaupun ada cashback pengguna barusetia bayar pakai gopay di my telkomsel tapi cashback tidak masuk padahal pengguna lambat tapi voucher tidak di kasih sama sekali paling di kasih voucher diskon restoran tidak guna banget,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
15513,sangat membantu sekali saat kita beoergian jadi tidak repot cari alamat drivernya pasti hafal semua keren dan membantu pokoknya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15524,suka banget pake gojek banyak promosi nya haha tpi kadang kesal pengemudi nya tidak suka baca maps saya rasa maps tuh cukup mudah dan jelas kan ya buat di baca sekian keluhannya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15571,assalamualaikum wr wb aku suka aplikasi gojek ini tp kenapa harus di update ulang yaudh gtu susah banget tidak ke instal,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15653,tamat pakai gojek sudah tidak bisa gabung voucher gofood lagi mana harga makanannya mahal mahal tidak masuk akal harga yang di kasih kalau gabisa gabung voucher terima kasih sudah mempermudah makan saya ini yang terakhir sampai nanti mungkin kedepan bisa di gabung kembali voucher gofood nya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15657,gojek emg hebat akun lambat terakhir tarikan tidak tarik lagi off bertahun tahun baru sekarang aktif lagi,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15662,baru pertama kali melapor tapi malah dikecewakan dengan pihak gojek dan langsung di tutup laporannya kalau tidak bisa membantu customer dengan baik dan amanah kenapa harus ada menu bantuan di aplikasi agar laku aplikasinya agar banyak menyukai aplikasinya mohon maaf kalian yang bikin menu bantuan kalau kalian tidak membantu masalah customer yang sudah di adukan kepada pihak gojek dan jika sudah mengadu dan tidak di tanggapi mending tidak usah ada pengaduan kak daripada harus munafik,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15685,usaha lele memang sangat digandrungi di kalangan peternak pasalnya ikan lele memang sangat bagus dan potensi keberhasilan ternaknya sangat tinggi selain itu permintaan pasar yang begitu melejit maka dari itu banyak sekali pembudidaya yang memanfaatkan kondisi ini dan tiap harinya peminat lele selalu bertambah terus keuntungan untuk budidaya lele sendiri terbilang bagus dan cukup besar bagaimana tidak harga perkilonya ikan lele lumayan mahal bagi masyarakat lokal bahkan kg ikan lele me,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15722,saya pakai paylater untuk pesan goride dan gofood yang saya kecewakan setiap bayar pakai paylater tidak bisa dapat poin jika dapat poin sebagai costumer akan merasa sangat puas,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15795,bikin semua tidak ribet,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
15897,tarif ongkirnya kemahalan harga makanan dinaikin pula mana yang biasanya ada voucher gofood tiap minggu sekarang tidak ada lagi tidak kepake lagi ni aplikasi,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
15930,promonya oke sih tapi mbok ya gabisa batalin pesanan aku salah masukin alamat ikilohhuntung bapak drivernya aku chat buat dikirim ke alamat yang bener mauu,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
15946,tidak mau q kasih bintang ini aflikasi terbodoh yang pernah q donlowd ini aflikasi mudah d donlowd tapi giliran mau upgred susahnya minta ampun rasa rasa mau q banting ni hp tapi tetap tidak bisa upgred toolloollkan ni aplikasi,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
16008,mantap tapi ada beberapa pengemudi para anak muda dan tua yang beberapa kali tidak mau ngambil pesanan saya jika tidak mau nyari tambahan di gojek jangan hidupin aplikasinya jadi saya tidak lambat dan berharap menunggu dengan membawa istri dan anak,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
16057,pengalaman aku menggunakan aplikasi go jek sangat membantu aku banget dari pesan makanan perjalanan dll apalagi setiap aku menggunakan aplikasi go jek selalu dapat promosi yang tidak di sangka hemat budget banget pokoknya terima kasih go jek,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
16094,go jek sudah sgt bagus tapi tolong tarifnya kembalikan seperti dulu kala tidak apa apa tarifnya tidak turun dn harga normal yang penting customer dn pengemudi sama sama tidak d rugikan,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
16102,bos saya belanja pakai paylater sebesar sekarang saldo saya di akun ada ko tidak bisa bayar bahkan sampe kena denda slama hari bagaimana cara bayar nya tolong di infokan terima kasih,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
16113,sangat berguna dan lebih cepat dan praktis bagi masyarakat tidak perlu ribet cari ke jalan panasan atau hujanan,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
16128,enak jaman nya bang nadim tidak ribet ini itu sekarang mah ribet castamer di bikin ribet pengemudi pun di bikin di persulit tolong di inget buat gojek aset terbesar kalian ada di castamer dan driver tanpa ada nya castamer dan mitra pengemudi gojek tidak akan punya apa saya cuma berharap agar kedepan nya lebih baik dan lebih di pemudah jangan di persulit terus menerus,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
16132,cintailah ploduk ploduk indonesia masukan dong klo sudah kasih penilaian coba masih bisa kasih tips ke drivernya karena klo baru sampe kadang buru buru suka lupa kan tidak enak sudah janji sama klo pas pesenan dibatalin pengen kasih tips karena tidak jadi tapi tidak bisa gojek pengemudi really help my life become a lot easier,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
16143,semoga bisa batal pesanan karena kadang banyak pengemudi yang tidak mau membantu mengantar sampai ke tujuan dan meminta uang lebih terimakasih,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
16151,gojek nya kalau tidak mau jemput di tempat batalin saja pliss masa sekelas gojek tidak bisa pilih tempat yang aman dari opang,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
16157,sangat membantu saat lapar melanda pemesanan sat set tidak pakai lambat coba semua resto pakai plus bisa bini tidak pernah masak jadi bisa kasih tip buat drivernya tiap pesan,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
16167,sekarang gojek sudah tidak nyaman baru baru saja enak nya buat gojek enak tiap minggunya ada diskon buat go ride sekarang harganya normal kalo mau beli voucher dengan tukar point dapat diskon tetapi itu pun cuma bisa di tukar dua kali aja gak bisa lagi kecewa beratlah sekarang mau kemanapun harus bayar harga normal berasa bet buat saya jadi milih transportasi alternatif lain tolonglah gojek di adain lagi diskon buat go ride nya karena sangat membantu sekali terima kasih,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
16216,sejauh ini bagus cma beberapa kali pesan gofood pakai promosi tidak ada pengemudi yang mau ambil pesan jadi sering nya di batal klo memang seperti itu kenapa di pasang harga promosi ya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
