index,text,old_label,new_label,confidence,reason
18579,kenapa ya kalau cari menu makan suka susah pasti yang keluar pakai layanan belanja coba di perbaiki biar gampang cari me...,positive,neutral,medium,Neutral (score:-1.0)
18587,asuu iklan nya tanda panah nya kecil banget iklannya bikin ganggu buruk,negative,positive,medium,Positive (score:3.9)
18589,untuk pemesanan makanan gojek cepet banget berubah langsung konfirmasi dan tidak bisa di cancel kejadian saya tidak puny...,negative,positive,medium,Positive (score:2.6)
18598,map gapernah sesuai bayar lebih juga lambat dapetnya kecewa,negative,positive,high,Strong positive (score:5.0)
18610,tolong untuk di perbarui petanya kalo jalannya perbaikan jangan di carikan pengemudi yang jlnnya di buntu lewat mana dri...,positive,negative,high,Strong negative (score:-4.0)
18612,admin gojek kapan partisi akrilik go bike dibuka karena sangat menyiksa penumpang harus doyong kebelakang saya tidak per...,negative,positive,medium,Positive (score:2.6)
18615,aplikasi yang sangat membantu sekali terimakasih atas kenyamanan layanan anda,positive,negative,medium,Negative (score:-3.2)
18618,jadi agak ribet malah sekarang pake aplikasi go jek ini,negative,neutral,medium,Neutral (score:1.3)
18623,estimasi makanan datang menit sudah tertulis dari jam tapi pas dilihat jam estimasi berubah menit bahkan sampai menit le...,positive,negative,medium,Negative (score:-2.6)
18625,sangat memuaskan mohon diperbanyak promosi promo promo gofood gojek dan gocarnya khususnya untuk pelanggan setia atau la...,positive,negative,high,Strong negative (score:-5.2)
18628,pesen pengemudi nunggu nya lambat seolah mereka tidak butu costumer akhirnya pesen pengemudi di aplikasi grab ontime dan...,positive,negative,medium,Negative (score:-2.0)
18661,pelayanan aplikasi memuaskan sekali respon tanggapan sangat cepat,positive,neutral,medium,Neutral (score:1.6)
18678,kenapa gopaylaternya dr kemarin tidak bisa di gunakan setiap kali mau pesan dan payment menggunakan gopaylater selalu ad...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
18681,suka bingung sama gerakan kendaraan yang sudah terpilih ngejemput kita soalnya kadang tidak gerak sama sekali jadi tidak...,neutral,positive,medium,Positive (score:2.6)
18688,aplikasi ini sangat aman dan nyaman dan prosesnya sangat mudah sekali deh mantab,positive,negative,high,Strong negative (score:-6.4)
18689,aplikasinya makin kesini makin lemot masa harus di mode pesawat dulu keluar aplikasi baru bisa itu juga masih lambat pad...,negative,neutral,medium,Neutral (score:0.0)
18692,hari ini september wib saya dapat pengalaman buruk dari gojek sangat buruk tujuan saya sudah benar tapi petunjuk arah ma...,negative,neutral,high,"Mixed sentiment (pos:2, neg:2)"
18713,gojek makin lambat makin mahal yaa jrg banget dapet voucher harga jga makin mahall ngisi gopay atau tidak sama aja trus ...,neutral,negative,high,Strong negative (score:-7.8)
18714,go jek sangat membantu sekali disaat pandemi gini ambil barang beli makanan dengan gojek jadi mempermudah semuanya good ...,positive,neutral,medium,Neutral (score:1.6)
18716,aplikasinya seru kita bisa pesen makanan tanpa harus keluar rumah selain itu makanan nya di jamin segar dan fresh pelaya...,negative,positive,high,Strong positive (score:4.0)
18718,sangat membantu apalagi di daerah lain yang tidak kita kenal mempermudah transportasi dan mencari makanan,positive,negative,medium,Negative (score:-2.6)
18719,fitur tracking pengemudi balikin lah gua nggk butuh gambar animasi buruk lu gua cuma mau liat posisi pengemudi nya sudah...,negative,neutral,high,"Mixed sentiment (pos:1, neg:2)"
18725,pembelian emoney mandiri lewat aplikasi gojek status berhasil tapi tidak bs update saldo lwt nfc hp chat admin tidak res...,positive,neutral,medium,Neutral (score:1.0)
18728,agak kecewa sih sekarang sama gopay karena tidak maksimal kayak dulu sering ada notif yahh internet mati lah tidak dapet...,neutral,positive,high,Strong positive (score:4.0)
18735,sangat membantu di saat kita lagi lapar buka go jek tunggu sebentar pengemudi datang pengemudi nya juga ramah ramah,positive,negative,high,Strong negative (score:-7.8)
18739,terimakasih sangat membantu dengan mudah sukses buat gojek,positive,negative,high,Strong negative (score:-9.1)
18740,harus bisa tarik pesan chat misalnya kalo salah ketik atau salah kirim pesan seperti wa gitu kalo salah ketik atau salah...,negative,positive,high,Strong positive (score:4.0)
18741,kenapa ongkir go food nya sekarang tambah mahal ya kadang harga menu asli sama menu di go food juga beda lebih mahal men...,negative,neutral,high,"Mixed sentiment (pos:1, neg:2)"
18742,status gagal insentif tidak masuk masuk nih tolong di bantu gan dari tgl saldo tidak masuk status gagal terus rubah nama...,negative,neutral,medium,Neutral (score:0.0)
18763,hari ini saya kecewa dengan pengemudi gocar sudah pesan tapi d cacel lalu pesan lagi tapi tidak di tanggapi oleh pengemu...,neutral,negative,medium,Negative (score:-3.0)
18765,sangat membantu saya apabila jalanan macet atau saya terburu buru mau berangkat,neutral,negative,high,Strong negative (score:-5.2)
18772,sangat gampang pengoperasiannya dan cepat,positive,negative,medium,Negative (score:-3.9)
18783,sering terjadi transaksi gagal bingung saya ketika mau bayar tapi sering tak bisa apalagi pas tidak bawa uang cash lalu ...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
18787,gopay later kenapa gabisa padahal sudah di setujui tapi disuruh ta da tangan kontraknya malah error,negative,positive,medium,Positive (score:2.0)
18797,terima kasih sudah memberikan saya kemudahan dalam transportasi transaksi keuangan bahkan saya dapat menabung tanpa haru...,positive,negative,medium,Negative (score:-2.6)
18812,jujur mau login susahnya minta ampun kalo nomornya dihp lain pesannya kepotong sendiri jadi gabisa login walaupun di pas...,positive,negative,medium,Negative (score:-3.2)
18814,asli bisa pesan langsung ke rumah bagus banget untuk kelancaran yang membutuhkan hanya kurir kadang ada yang tidak beres...,positive,negative,medium,Negative (score:-2.6)
18818,peta dan alamat tidak sesuai posisi saya di jln kedung rukem gang surabaya tapi di aplikasi gojek alamatnya bulak rukem ...,neutral,positive,medium,Positive (score:2.6)
18821,kenapa saat masuk ke lainnya gua mau to up game voucher tapi kok gamenya cuma dikit tidak ada mobile legend free fire sa...,positive,negative,medium,Negative (score:-3.0)
18830,coba dlu smoga bagus,positive,negative,medium,Negative (score:-3.0)
18834,gofood ny mahal,neutral,negative,medium,Negative (score:-2.0)
18838,saya senang mengunakan jasa gojek tapi pengemudi go ride sering membatalkandisuruh membatalkan pesanan alasan pengemudi ...,neutral,positive,medium,Positive (score:3.0)
18842,saat saya upgrade gopay plus id saya sudah terpakai padahal saya sama sekali belum upgrade gopay plus mau lapor cs saja ...,negative,positive,medium,Positive (score:2.6)
18848,sangat membantu disaat butuh makanan cepat saji,positive,neutral,medium,Neutral (score:0.0)
18853,aplikasi bagus tapi klo ada kendala kekurangan pesanan atau ada kondimen yang tidak lengkap susah mau ngadunya,negative,positive,high,Strong positive (score:5.0)
18855,sangat membantu apalagi bnyak promosi menarik di minimarket langganan,positive,negative,medium,Negative (score:-2.6)
18864,baru kali ini ngerasa kecewa banget pakai gofood nomor telp customer servicenya saja susah banget dicari mau chat saja a...,negative,neutral,medium,Neutral (score:0.0)
18869,penentuan titik lokasi tidak bisa harus pilih peta terlalu menyulitkan dan biasanya tinggal ketik alamat makasih,positive,negative,medium,Negative (score:-2.6)
18870,aplikasinya bagus tapi iklan gojek di apk lain itu mengalihkan ke apk nya padahal tidak diapain dan itu menyebalkan seka...,negative,positive,medium,Positive (score:3.9)
18875,membantu mempermudah transportasi dan kebutuhan lainnya sayang sekali klo mo ngambil voucher kayaknya sulit aplikasinya ...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
18885,aplikasi gojek sangat membantu apalagi ktempat saya angkot masih jarang tapi akhir akhir ini harganya naik membuat beral...,positive,negative,medium,Negative (score:-2.6)
18888,overall baik tapi kadang ada pengemudi yang menjengkelkan dan kurang ramah,negative,positive,high,Strong positive (score:4.0)
18889,ngisi gopay lewat internet banking sudah di lapor sampe email tidak di respon di telpon cuman suruh kirim mutasi sudah d...,negative,positive,medium,Positive (score:3.0)
18891,apk nya lambat bet dah padahal jaringan lumayan bagus,neutral,negative,high,Strong negative (score:-9.1)
18900,its ok banget sangat membantu,positive,neutral,medium,Neutral (score:0.0)
18901,laporan gofood kurang itemnya tidak ada tanggapan dari customer service nya sampah kinerja nya,negative,neutral,medium,Neutral (score:-1.0)
18909,aplikasi bikin emosi sinyal bagus pun muter sudah promosi tidak berguna ongkir mahal kocak,negative,positive,high,Strong positive (score:5.0)
18910,sangat bagus sejauh ini belum ada kendala sama sekali aplikasi yang memuaskan dan memudahkan penggunanya,positive,neutral,medium,Neutral (score:0.0)
18915,sangat membantu bangeett,positive,negative,medium,Negative (score:-2.6)
18917,tolong diperbaiki setiap mau bagus up kuota selalu gagal padahal jaringannya stabil dan saldonya masih mencukupi tapi ke...,neutral,negative,medium,Negative (score:-3.0)
18924,maaf saya mau tanya ko lambat peroses nya saya mau bayar tidak bisa terus tolong dong peroses nya jangan lambat lambat,negative,positive,medium,Positive (score:2.0)
18925,terima kasih atas bantuannya pelayanan semua sangat menyenangkan dan mudah diakses untuk ojolnya tapi sayang map nya kad...,positive,negative,medium,Negative (score:-2.6)
18926,saya terbebani dengan tarifnya yang naik dua kali lipat saya kan seorang pelajar jadi saya sangat sangat kecewa dengan h...,negative,positive,medium,Positive (score:3.9)
18927,pertama saya pesen goride tapi pakai tunai dan potongan diskon tapi gabisa dipesen karena error trus pas saya sudah pese...,neutral,positive,medium,Positive (score:2.0)
18943,kenapa mau upgrade ke gopay plus verifikasinya selalu gagal padahal ktp dah benar tapi tetap dah nga diterimah tolonglah...,negative,positive,medium,Positive (score:3.0)
18947,sudah lambat tidak pakai gojek sudah lebih baik,positive,neutral,medium,Neutral (score:1.0)
18953,akhir ini gila banget gabisa dipake samasekali buka menu gofood ajaa gabisaa jaringannya tidak masuk ke aplikasi ini pad...,neutral,positive,medium,Positive (score:3.2)
18961,abis diupdate malhan promosi tidak bisa digabung padahal sblm update promosi vc diskon bisa digabung kalo pengen gofood ...,neutral,negative,medium,Negative (score:-2.0)
18969,dulu aku secinta itu sama gojek apa gojek mau kemana saja gojek tapi sekarang udha tidak terlalu karena kadang nunggu la...,neutral,positive,medium,Positive (score:2.0)
18971,bagaimana sii bagus up pulsa internet masa diproses terus padahal buat kepentingan,positive,negative,medium,Negative (score:-3.0)
18973,go food harga sekarang mahal dengan porsi lebih sedikit dibanding beli langsung,negative,positive,medium,Positive (score:2.0)
18978,sangatt membantu dan mempermudah masyarakat indonesia semoga sukses selalu dan bisa berkembang lebih,positive,negative,high,Strong negative (score:-6.5)
18987,pengemudi selalu jauh yang datang padahal banyak yang dekat tempat saya pesan saya mau cepat jadi terlambat enak pake gr...,positive,neutral,medium,Neutral (score:0.0)
18988,awalnya saya senang pke gojek karena bs membantu saya di saat saya sedang buru tp akhir ini saya kecewa dengan servernya...,negative,neutral,medium,Neutral (score:0.0)
18989,skr ada biaya aplikasi yang jadi agak lebih mahal dlu pas pertama tidak ada,negative,neutral,medium,Neutral (score:1.0)
18990,pesan pake go jek no ribet sekali klik langsung muncul titik lokasi dan tujuan sehingga memudahkan kita untuk mencari ke...,positive,negative,medium,Negative (score:-3.2)
18992,gila gua mau transfer ke bang tidak bisa bisa pake acara pin salah anda terlalu verivikasi dengan terlalu cepat apaan co...,positive,negative,medium,Negative (score:-2.0)
18996,sangat berfungsi baik dan bagus,positive,neutral,medium,Neutral (score:0.0)
18997,setelah lambat saya pakai gojek promonya terutama diskon go ride go car jarang sekali sekalinya dapat waktunya cuma sedi...,positive,negative,high,Strong negative (score:-7.8)
19004,semua aplikasi sangat membantu saya mudah sekarang mencari transportasi dimanapun sekalipun di gang kecil sukses selalu ...,positive,negative,high,Strong negative (score:-16.0)
19009,aplikasi gojek sangat bagus dan dapat meringankan beban,positive,negative,medium,Negative (score:-3.9)
19011,iklannya nya ganggu banget klo lagi main game mana lambat banget lagi trus juga tanda kali nya ngapa kga ada emang saya ...,negative,positive,medium,Positive (score:2.6)
19013,ini sangat membantu sekali bagi orang yang tidak bisa naik motor dan mudah menggunakanya terimakasih gojek,positive,neutral,medium,Neutral (score:0.0)
19014,paket hemat tuh apa hanya gimmick cari pengemudi saja susah,neutral,negative,medium,Negative (score:-2.0)
19015,membuka aplikasi terlalu lambat berhenti di pengemudi kami siap siap dulu ya hmm payahh sampai direinstal masih saja tid...,negative,neutral,medium,Neutral (score:0.0)
19019,bangus banget sangat membantu saya dalam kegiatan sehari hari ketika saya sibuk dan saya puas sekali dengan aplikasi ini...,positive,neutral,medium,Neutral (score:-1.9)
19020,penanganan keluhan pelanggan kurang cepat saldo go pay hilang begitu saja dan terjadi lagi hari ini pembayaran token pln...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
19025,fitur go point nya kenapa dihilangkan smkin ksini apk gojek mkin di update bukan mkin baik namun makin buruk dulu dah nn...,neutral,negative,high,Strong negative (score:-6.0)
19026,tidak bisa upgrade ke go plus padahal pembelian ditoped saya lumayan besar masa harus topup jt terus kalo beli brg yang ...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
19029,apk mempersulit hidup lagi urgent masuk login nya ribet banget yang mikirnya gampang malah jadi ribet,negative,neutral,medium,Neutral (score:1.6)
19038,akhir ini apk sering tidak dapat digunakan sudah bagus up gopay tapi tidak bisa transaksi percuma banget jangan kalah do...,neutral,positive,medium,Positive (score:3.9)
19041,kurang memuaskan karena kesulitan upgrade ke gopay plus,neutral,positive,medium,Positive (score:2.0)
19043,saya bagus up gopay sampai sekarang belum masuk katanya disuruh tunggu hari kerja ini sudah lebih hari kerja tetep saja ...,negative,neutral,medium,Neutral (score:0.0)
19047,aplikasi paylater tidak bisa dipakai bunga dan denda tinggi padahal saldo ada cs ditanya yang jawab bergantian dan tidak...,negative,positive,medium,Positive (score:2.0)
19048,gojek sangat baik lelayananya,positive,negative,medium,Negative (score:-3.9)
19053,sangat berguna sekali dan sangat praktis,positive,negative,medium,Negative (score:-3.2)
19065,sering gofood atau gocar tapi map drivernya tidak nyala tbtb ngelag dan tidak bisa lihat drivernya posisi dimana setiap ...,neutral,negative,medium,Negative (score:-3.2)
19072,astagaa nungguin pengemudi lambat banget,negative,positive,medium,Positive (score:2.6)
19074,banyak penurunan disamping harganya yang mahal sekarang tambah ribet sama harga segitu mending ojek pengkolan apalagi di...,negative,neutral,medium,Neutral (score:0.0)
19077,untuk menentukan lokasinya sih sudah oke tapi untuk bayar di gojek agak mahal sih menurut aku untuk aplikasi gojek agak ...,neutral,positive,high,Strong positive (score:5.0)
19084,aplikasi gojek sekarang beda sama yang dulu outlet di aplikasi go food tutup sebenernya outlet sebenernya buka mohon di ...,neutral,positive,medium,Positive (score:2.0)
19091,sialan loading nya lambat x org mau cepat malah jadi telat proses pembayaran tidak terhubung jadi gagal pesan gosend,negative,positive,medium,Positive (score:3.0)
19096,ongkirnya gajelas mahal banget,negative,positive,medium,Positive (score:2.6)
19097,sangat bermanfaat dan bagus dalam membantu saya membeli paket pelatihan kartu prakerja,positive,neutral,medium,Neutral (score:-1.3)
19107,sangat membantu sekali untuk lebih baik bisa di bekali pelatihan drivernya ya,positive,neutral,medium,Neutral (score:1.6)
19110,ada kemajuan tapi kalau bisa tolong adain voucher naik gojeknya lagi dong kaya dulu tidak usah gede nominalnya itu sanga...,positive,negative,medium,Negative (score:-3.2)
19114,woi ini sistem go food nya di perbaiki lagi lah pesanan saya sampai nya jam menit ngtd dan bahkan tidak bisa di batal ka...,negative,positive,medium,Positive (score:2.0)
19117,upgrate gopay sangat cepat jadi bisa buat transaksi pembelian online gojek deh terimakasih dan sukses selalu,positive,neutral,medium,Neutral (score:1.3)
19124,good aplikasi sangat membantu terutama pesan makanan pas lagi disituasi males keluar,positive,negative,medium,Negative (score:-2.6)
19128,menurutku apk gojek ini sebenernya bagus cuma posisi pengemudi itu jauh jauh semua untuk di kota kendal kalo lagi buru b...,neutral,positive,high,Strong positive (score:5.0)
19131,kenapa saya mau transfer harus upgrade lagi ya saya beli paketan juga lambat banget dari jam malam sampai jam sekarang b...,negative,positive,medium,Positive (score:2.6)
19132,sangat membantu memudahkan segalanya good thank you gojeg,positive,negative,medium,Negative (score:-2.6)
19136,penyakit lama maps sering error suka bingung mantau diver yang jemput belum lagi yang driver yang pakai cara curang pesa...,negative,neutral,high,"Mixed sentiment (pos:2, neg:2)"
19139,tranportasi sangat membantu cepat tepat waktu dan sangat terjakau biayanya,positive,negative,high,Strong negative (score:-5.2)
19147,mau upgrade saja susah bnget padahal mau jujur tapi di persulit,neutral,negative,medium,Negative (score:-2.0)
19150,terimakasih buat team gojek terutama buat cs nya atas respon cepatnya menangani masalah yang ada pada aplikasi menunggu ...,positive,negative,high,Strong negative (score:-4.0)
19160,sangat kecewa aku kasih bintang yang tadinya aku kasih bintang karena kecewa upgrade gopay plus tidak pernah berhasil ud...,negative,neutral,high,"Mixed sentiment (pos:2, neg:2)"
19162,sangat membantu kebutuhan sehari hari makanan transportasi,positive,negative,medium,Negative (score:-2.6)
19163,mo update agak lambat padahal signal g ok enga tau kenapa,neutral,positive,medium,Positive (score:3.0)
19172,perbanyak promo kalau mahal terus nanti tidak ada peminat kalau bisa kayak grab maju terus karya anak bangsa,neutral,negative,medium,Negative (score:-2.0)
19177,pokoknya sngat membantu sekali sejauh memakai si ijo belum prnh memiliki kendala,positive,negative,medium,Negative (score:-2.6)
19181,iya sekarang ada biaya aplikasi sama saja bohong dong itu disc nya klo ada tambahan biaya aplikasi walaupun rb tiap peng...,neutral,positive,medium,Positive (score:3.0)
19198,menurut saya aplikasi nya bagus dan sanggat membantu apa lagi di masa pandemi saat ini untk membeli makan saya tidak per...,positive,neutral,medium,Neutral (score:1.0)
19203,kalau bisa tarif gojek di turunin lagi dong dan promosi jng d hilangkan dan kalau bisa fitur batalkan pesanan di hilangk...,positive,neutral,medium,Neutral (score:-1.0)
19207,aplikasi buruk respon lambat ada penagihan lebih dari pengemudi pagi ini sudah lapor tidak direspon sangat kecewa penyel...,negative,neutral,medium,Neutral (score:1.3)
19208,padahal banyak dapat kucuran dana dari mana mana tp kenapa pelayanannya bukan makin bagus driver terdekat tidak dapat ma...,positive,negative,high,Strong negative (score:-4.8)
19211,aplikasi nya mudah di operasikan mempermudah perjalanan di saat ada keperluan mendadak pelayanan nya juga memuaskan,positive,neutral,medium,Neutral (score:-1.0)
19213,sangat membantu disaat butuh kendaraan yang siap mengantar mau pun butuh makanan disaat lapar,positive,negative,medium,Negative (score:-2.6)
19229,semakin lambat ongkir semakin besar bagaimana nih gojek pesaing lain banyak masuk dengan joran ngasih harga bagus,neutral,negative,high,Strong negative (score:-5.0)
19234,saya sangat kecewa tidak melakukan transaksi apa saldo saya berkurang sudah tidak sekali atau duakali seperti ini saya m...,negative,positive,high,Strong positive (score:4.8)
19236,kenapa tidak bisa berfungsi min padahal sudah update terbaru nya setiap mau cek pasti muncul internet mati padahal jarin...,positive,negative,medium,Negative (score:-3.0)
19246,sangat membantu apalagi customer service nya membantu banget cepet juga makasih banyak gojek serta customer service nya,positive,negative,medium,Negative (score:-3.2)
19251,cukup membantu saya memesan makanan dan bepergian ditambah dong promonya tanpa minimal belanja hehehehe btw harus diupda...,positive,neutral,medium,Neutral (score:-1.3)
19258,aplikasi yang sangat membantu lengkap untuk byar pulsa listrik dan membeli mkana,positive,negative,medium,Negative (score:-2.6)
19264,hari ini di buat jengkel isi saldo laporan nya sudah sukses tp saldo nya tidak masuk komplain sudah berkali penanganan n...,negative,positive,high,Strong positive (score:6.0)
19267,pengemudi nya jauh jauh bikin lambat nunggu harus nya jarak penjemputan pengemudi di batasi jangan jauh jauh max kilo aj...,positive,negative,medium,Negative (score:-2.0)
19271,aplikasinya bagus dengan fitur yang mudah digunakan serta menyediakan banyak layanan,positive,neutral,medium,Neutral (score:1.0)
19275,saran dari saya tolong tambahkan metode penarikan saldo melalui rekening bank lain dan melalui minimarket seperti alfama...,positive,negative,medium,Negative (score:-2.0)
19283,memang simple pake gofood sayang sekali jarak dekatpun mahal di ongkir,neutral,negative,medium,Negative (score:-2.6)
19289,loading lambat di fitur go transit padahal jaringan aman,neutral,negative,medium,Negative (score:-2.0)
19292,sangat membantu dan sangat mudah digunakan jadi buat para penumpang gojek lain sesekali kasihlah uang lebih biar mereka ...,positive,negative,high,Strong negative (score:-11.2)
19299,sangat bagus aplikasinya saya lebih mudah pergi ke sekolah terimakasih gojek kalau bisa tambahkan promosi ya hehe biar s...,positive,neutral,medium,Neutral (score:-1.3)
19315,saya dari tadi nungguin drive untuk ambil makanan saya tapi tidak dapet dapet lambat banget sampai jam saya nunggu hampi...,negative,positive,medium,Positive (score:2.6)
19316,aplikasi ini sangat mempermudah saya saat tidak sedang ada kendaraan pribadi dan bisa pesan makanan dengan mudah,positive,negative,medium,Negative (score:-2.6)
19330,kan saya transaksi di aplikasi tokko menggunakan pembayaran gopay tapi traksaksi belum selesai saya chat ke admin tokko ...,positive,negative,medium,Negative (score:-2.0)
19333,dalam satu hari saya pesen beberapa kali dan beberapa kali itu juga pesanana saya lambat menunggu ada kali menit lebih d...,negative,positive,medium,Positive (score:2.0)
19339,ini keamanan nya bener bener aman banget sampe sampe saya salah pin x pendingin ny lambat banget,neutral,negative,medium,Negative (score:-2.6)
19343,tidak terlalu memuaskan,neutral,negative,medium,Negative (score:-3.0)
19344,tidak ada konfirmasi ulang menggunakan pin ketika memberi tip sukses menguras saldo gopay saya sampai habis karena kepen...,negative,positive,medium,Positive (score:3.0)
19357,menjadikan beban pekerjaan lebih ringan distribusi barang lebih cepat tanpa ribet,positive,neutral,medium,Neutral (score:0.0)
19363,gofood nya tidak bisa untuk batal pesan makanan,negative,positive,medium,Positive (score:2.0)
19369,untuk di perhatikan kepada pihak gopay menyangkut gopayleter untuk masalah pengembalian harusnya sesuai tgl yang kita pa...,negative,positive,medium,Positive (score:2.0)
19377,pengemudi yang berpengalaman dan baik,positive,negative,medium,Negative (score:-3.0)
19380,fitur tracking di map kurang akurat selain itu sudah memuaskan,neutral,positive,medium,Positive (score:2.0)
19381,kalau ada bintang ta kasih bintang selain murah banyak promo pelayanannya juga baik,positive,negative,medium,Negative (score:-3.0)
19386,gojek makin kesini makin ngadi ngadi gofood ongkir mahal amat ditambah kena biaya layanan juga jadi makin mahal yang tad...,negative,positive,high,Strong positive (score:5.2)
19391,kenapa voucer nya min belanja k baru bs gunai voucer nya kecewa banget perubahan nya cepat banget kemarin msh bs gunain ...,negative,neutral,medium,Neutral (score:-1.3)
19392,kenapa sih terlalu sering mint update memori penuh lama aplikasi tak di update langsung tidak bisa di gunakan klo memori...,neutral,negative,medium,Negative (score:-2.0)
19393,saya penngguna lambat gojek kmna mana pake gojek apk nya sangat sekali membantu apalagi di tambah ada grup goclub banyak...,positive,neutral,medium,Neutral (score:-1.6)
19398,alhamdulillah sangat membantu,positive,negative,medium,Negative (score:-2.6)
19404,saya sangat kecewa karena saya sering pesan bnyk makanan namun tidak sesuai dengan keinginan jdinya mubazir tidak termak...,negative,positive,medium,Positive (score:3.9)
19408,ada sebuah transaksi gopay ilegal dan itu masuk pada akun gopay saya pas saya cek tidak ada transaksi saya coba laporan ...,negative,positive,high,Strong positive (score:7.8)
19411,susah banget mau login habis input no hape terus pas masukin pin mental terus katanya periksa koneksi internet anda pada...,positive,neutral,medium,Neutral (score:0.0)
19413,sangat senang cepat antar nya,positive,negative,high,Strong negative (score:-6.5)
19415,tidak ngerti lagi saya sama pengemudi go car sudah kali saya pesan selalu berakhir di batalkan padahal lagi urgent sekal...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
19419,sehabis restart pabrik vermuk selalu gagal sudah ngadu ke cs yang balas bot gada solusi mengecewakan,negative,neutral,medium,Neutral (score:0.0)
19420,komunikasi pengemudi dengan penumpang baik dan sopan jempol deh trip jadi menyenanfkan,positive,negative,medium,Negative (score:-3.0)
19425,isi gopay kenapa tidak masuk ya padahal sukses dari aplikasi pembelian,neutral,positive,medium,Positive (score:3.0)
19431,bagus sih cuma kecewa sedikit klo pesan goride suka di kasih drivernya jauh padahal di sekitar banyak pengemudi yang nge...,positive,negative,medium,Negative (score:-2.0)
19437,mohon maaf saya kasih rate saya rasa banyak sekali penurunan dari sisi service pihak gojek baik dari aplikasi maupun dr ...,negative,neutral,medium,Neutral (score:1.3)
19442,aplikasi nya bagus sngat membantu dan juga banyak fitur yang mempermudah kita untuk melakukan sesuatu satu saja buat apl...,positive,neutral,medium,Neutral (score:1.0)
19446,semakin kedepan bukan tambah bagus lyanan tambah lemot terutama gofood biaya app naik terus,neutral,negative,high,Strong negative (score:-5.0)
19452,maps nya sering macet jadi banyak kesalahpahaman antara pengemudi dan penumpang tolong di perbaiki yaa biar tidak pada m...,negative,positive,high,Strong positive (score:4.0)
19455,drivernya ramah harga terjangkau kalo bisa kepada pihak gojek adain lagi go clean pliss buat anak kos sangat membantu se...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
19456,saya sudah hari kartu sim hilang tidak bisa login mau minta ganti nomer di akun saya prosesnya sangat lama pihak bagian ...,negative,positive,medium,Positive (score:3.2)
19457,tidak semua tempat jatingannya bagus tolong kalau update aplikasi datanya kecil kecil saja edit sekarang jauh lebih bagu...,positive,neutral,medium,Neutral (score:0.0)
19477,gausa ribet deh loginnya pake link segala langsung saja kode nomernya gausa pake link kartu gua yang terdaftar ini kartu...,negative,neutral,medium,Neutral (score:0.0)
19480,mentang mentang lewat seskoal macet smpe tidak ada satu org pun yang mw ambil saya sudah coba hampir setengah jam belum ...,positive,negative,medium,Negative (score:-2.6)
19481,saya pribadi sudah lambat pakai aplikasi ini dan sangat membantu sukses buat gojek dan pertahankan layanannya sukses bua...,positive,negative,medium,Negative (score:-2.6)
19482,makin lambat makin kurang memuaskan terlebih untuk gofood pakai namanya estimasi di app tulisan promosi tapi pas ditempa...,negative,neutral,high,"Mixed sentiment (pos:1, neg:2)"
19491,saya senang memakai gojek untuk gofood kenapa bulan ini tidak bisa dpakai setiap mau pesan tulisanya sayangnya go food t...,neutral,positive,medium,Positive (score:3.0)
19496,pelayanan sekarang tdak memuaskan lagi tidak seperti dlu masa salah mmesan mau batal tidak bisa harus telpon cs pake pul...,negative,positive,high,Strong positive (score:4.0)
19500,tingkat kan fitur nya biar pelanggan nyaman sejauh ini cukup bagus,positive,neutral,medium,Neutral (score:1.0)
19503,makin lambat tidak menarik missionnya lbh baik vocer di masukan berupa saldo gopay spt pertama kali terakhir saya cm iku...,negative,neutral,medium,Neutral (score:1.0)
19510,pelayanan gojek sudah tidak bagus saya pesan gofood jam ke resto yang jam dan penyajian nya cepat masa jam saya baru dap...,negative,neutral,medium,Neutral (score:-1.0)
19529,lucu tidak si masa pas goclub saya sampai ke juragan yang dimana disitu ada bebas tarif rame gofood gosend e malah dikas...,positive,negative,medium,Negative (score:-2.0)
19542,kenapa sekarang gopay susah buat bayar pke qrcode ya internet aman saja ini malah disuruh cek koneksi internet,neutral,negative,medium,Negative (score:-2.0)
19546,aplikasi ini sangat membantu saya apalagi d waktu tertentu apalagi d mlam hari d saat kendaraan susah d cari,neutral,negative,high,Strong negative (score:-5.2)
19548,kurang puas dengan layanan cs nya kita ada masalah bukannya dibantuin sampe masalah kelar atau paling tidak ada solusi e...,negative,positive,medium,Positive (score:2.6)
19560,belakangan aplikasi ini malah mengecewakan beberapa hari ini saya melakukan pemesanan selalu ada masalah awalnya tidak b...,positive,negative,medium,Negative (score:-3.0)
19564,gopay dan gojek sangat buruk jika kita mengalami masalah pada akun atau nomor hilang akun tersebut sudah tidak dapat di ...,negative,positive,medium,Positive (score:3.9)
19571,maaf data meps nya kurang akurat tidak stabil harga jadi kurang realistis,negative,neutral,medium,Neutral (score:0.0)
19576,saya sangat puas dengan aplikasi gojek karena saya pesan buat costumer kmi di travel selalu baik menjemput dan mengantar...,positive,negative,high,Strong negative (score:-7.8)
